"","GEOID","Census_Tract","County","State","year","total","yes_internet","no_internet"
"978","24033800704","Census Tract 8007.04"," Prince George's County"," Maryland","2020",2019,1911,87
"979","24033800705","Census Tract 8007.05"," Prince George's County"," Maryland","2020",1513,1491,22
"980","24033800706","Census Tract 8007.06"," Prince George's County"," Maryland","2020",1291,1272,19
"981","24033800707","Census Tract 8007.07"," Prince George's County"," Maryland","2020",1291,1094,75
"982","24033800800","Census Tract 8008"," Prince George's County"," Maryland","2020",1069,1013,46
"983","24033800900","Census Tract 8009"," Prince George's County"," Maryland","2020",550,415,99
"984","24033801003","Census Tract 8010.03"," Prince George's County"," Maryland","2020",1783,1591,168
"985","24033801004","Census Tract 8010.04"," Prince George's County"," Maryland","2020",1406,1281,60
"986","24033801005","Census Tract 8010.05"," Prince George's County"," Maryland","2020",1200,1159,10
"987","24033801006","Census Tract 8010.06"," Prince George's County"," Maryland","2020",1274,1250,24
"988","24033801105","Census Tract 8011.05"," Prince George's County"," Maryland","2020",360,326,34
"989","24033801106","Census Tract 8011.06"," Prince George's County"," Maryland","2020",441,421,0
"990","24033801207","Census Tract 8012.07"," Prince George's County"," Maryland","2020",1402,1349,42
"991","24033801208","Census Tract 8012.08"," Prince George's County"," Maryland","2020",1705,1606,82
"992","24033801209","Census Tract 8012.09"," Prince George's County"," Maryland","2020",1461,1408,37
"993","24033801210","Census Tract 8012.10"," Prince George's County"," Maryland","2020",1473,1407,56
"994","24033801211","Census Tract 8012.11"," Prince George's County"," Maryland","2020",975,911,27
"995","24033801212","Census Tract 8012.12"," Prince George's County"," Maryland","2020",1041,960,73
"996","24033801213","Census Tract 8012.13"," Prince George's County"," Maryland","2020",1430,1296,119
"997","24033801214","Census Tract 8012.14"," Prince George's County"," Maryland","2020",1541,1186,295
"998","24033801215","Census Tract 8012.15"," Prince George's County"," Maryland","2020",887,870,8
"999","24033801216","Census Tract 8012.16"," Prince George's County"," Maryland","2020",1146,1072,74
"1000","24033801217","Census Tract 8012.17"," Prince George's County"," Maryland","2020",1042,919,116
"1001","24033801302","Census Tract 8013.02"," Prince George's County"," Maryland","2020",925,853,61
"1002","24033801305","Census Tract 8013.05"," Prince George's County"," Maryland","2020",1849,1735,60
"1003","24033801307","Census Tract 8013.07"," Prince George's County"," Maryland","2020",1235,1206,29
"1004","24033801308","Census Tract 8013.08"," Prince George's County"," Maryland","2020",1182,1063,69
"1005","24033801309","Census Tract 8013.09"," Prince George's County"," Maryland","2020",1253,1173,51
"1006","24033801310","Census Tract 8013.10"," Prince George's County"," Maryland","2020",2202,2023,148
"1007","24033801311","Census Tract 8013.11"," Prince George's County"," Maryland","2020",2125,2024,28
"1008","24033801312","Census Tract 8013.12"," Prince George's County"," Maryland","2020",1513,1427,76
"1009","24033801313","Census Tract 8013.13"," Prince George's County"," Maryland","2020",1032,963,59
"1010","24033801404","Census Tract 8014.04"," Prince George's County"," Maryland","2020",2314,2118,149
"1011","24033801405","Census Tract 8014.05"," Prince George's County"," Maryland","2020",1432,1305,116
"1012","24033801406","Census Tract 8014.06"," Prince George's County"," Maryland","2020",1373,1185,161
"1013","24033801407","Census Tract 8014.07"," Prince George's County"," Maryland","2020",2257,2156,94
"1014","24033801408","Census Tract 8014.08"," Prince George's County"," Maryland","2020",1332,1196,108
"1015","24033801409","Census Tract 8014.09"," Prince George's County"," Maryland","2020",934,800,102
"1016","24033801410","Census Tract 8014.10"," Prince George's County"," Maryland","2020",1130,1090,28
"1017","24033801411","Census Tract 8014.11"," Prince George's County"," Maryland","2020",1050,961,74
"1018","24033801500","Census Tract 8015"," Prince George's County"," Maryland","2020",726,683,43
"1019","24033801600","Census Tract 8016"," Prince George's County"," Maryland","2020",1065,857,146
"1020","24033801701","Census Tract 8017.01"," Prince George's County"," Maryland","2020",1533,1450,76
"1021","24033801702","Census Tract 8017.02"," Prince George's County"," Maryland","2020",1573,1304,89
"1022","24033801704","Census Tract 8017.04"," Prince George's County"," Maryland","2020",2179,1774,341
"1023","24033801707","Census Tract 8017.07"," Prince George's County"," Maryland","2020",2134,1754,296
"1024","24033801709","Census Tract 8017.09"," Prince George's County"," Maryland","2020",1857,1613,224
"1025","24033801801","Census Tract 8018.01"," Prince George's County"," Maryland","2020",773,666,92
"1026","24033801802","Census Tract 8018.02"," Prince George's County"," Maryland","2020",1671,1435,200
"1027","24033801807","Census Tract 8018.07"," Prince George's County"," Maryland","2020",2096,1955,122
"1028","24033801808","Census Tract 8018.08"," Prince George's County"," Maryland","2020",1469,1165,174
"1029","24033801809","Census Tract 8018.09"," Prince George's County"," Maryland","2020",1878,1539,249
"1030","24033801901","Census Tract 8019.01"," Prince George's County"," Maryland","2020",1625,1466,151
"1031","24033801904","Census Tract 8019.04"," Prince George's County"," Maryland","2020",1132,964,145
"1032","24033801905","Census Tract 8019.05"," Prince George's County"," Maryland","2020",2603,2380,205
"1033","24033801906","Census Tract 8019.06"," Prince George's County"," Maryland","2020",694,503,181
"1034","24033801907","Census Tract 8019.07"," Prince George's County"," Maryland","2020",1607,1315,233
"1035","24033801908","Census Tract 8019.08"," Prince George's County"," Maryland","2020",1294,1074,171
"1036","24033802001","Census Tract 8020.01"," Prince George's County"," Maryland","2020",2025,1646,261
"1037","24033802002","Census Tract 8020.02"," Prince George's County"," Maryland","2020",1531,1316,194
"1038","24033802103","Census Tract 8021.03"," Prince George's County"," Maryland","2020",988,877,90
"1039","24033802104","Census Tract 8021.04"," Prince George's County"," Maryland","2020",870,667,147
"1040","24033802106","Census Tract 8021.06"," Prince George's County"," Maryland","2020",1895,1651,192
"1041","24033802107","Census Tract 8021.07"," Prince George's County"," Maryland","2020",1388,1248,121
"1042","24033802201","Census Tract 8022.01"," Prince George's County"," Maryland","2020",1340,1142,174
"1043","24033802203","Census Tract 8022.03"," Prince George's County"," Maryland","2020",1729,1337,280
"1044","24033802204","Census Tract 8022.04"," Prince George's County"," Maryland","2020",1925,1747,162
"1045","24033802301","Census Tract 8023.01"," Prince George's County"," Maryland","2020",1134,1065,69
"1046","24033802404","Census Tract 8024.04"," Prince George's County"," Maryland","2020",1810,1453,264
"1047","24033802405","Census Tract 8024.05"," Prince George's County"," Maryland","2020",1621,1244,331
"1048","24033802406","Census Tract 8024.06"," Prince George's County"," Maryland","2020",941,859,82
"1049","24033802407","Census Tract 8024.07"," Prince George's County"," Maryland","2020",1928,1574,324
"1050","24033802408","Census Tract 8024.08"," Prince George's County"," Maryland","2020",955,741,169
"1051","24033802501","Census Tract 8025.01"," Prince George's County"," Maryland","2020",1032,808,224
"1052","24033802502","Census Tract 8025.02"," Prince George's County"," Maryland","2020",802,674,101
"1053","24033802600","Census Tract 8026"," Prince George's County"," Maryland","2020",1195,967,191
"1054","24033802700","Census Tract 8027"," Prince George's County"," Maryland","2020",946,697,192
"1055","24033802803","Census Tract 8028.03"," Prince George's County"," Maryland","2020",2300,1929,308
"1056","24033802804","Census Tract 8028.04"," Prince George's County"," Maryland","2020",1855,1590,214
"1057","24033802805","Census Tract 8028.05"," Prince George's County"," Maryland","2020",1755,1601,109
"1058","24033802901","Census Tract 8029.01"," Prince George's County"," Maryland","2020",1677,1403,274
"1059","24033803001","Census Tract 8030.01"," Prince George's County"," Maryland","2020",1071,884,146
"1060","24033803002","Census Tract 8030.02"," Prince George's County"," Maryland","2020",995,768,227
"1061","24033803100","Census Tract 8031"," Prince George's County"," Maryland","2020",1061,845,156
"1062","24033803200","Census Tract 8032"," Prince George's County"," Maryland","2020",1112,1028,84
"1063","24033803300","Census Tract 8033"," Prince George's County"," Maryland","2020",1550,1464,67
"1064","24033803403","Census Tract 8034.03"," Prince George's County"," Maryland","2020",2088,1723,337
"1065","24033803508","Census Tract 8035.08"," Prince George's County"," Maryland","2020",1147,1005,142
"1066","24033803509","Census Tract 8035.09"," Prince George's County"," Maryland","2020",1141,981,137
"1067","24033803512","Census Tract 8035.12"," Prince George's County"," Maryland","2020",2251,2162,89
"1068","24033803513","Census Tract 8035.13"," Prince George's County"," Maryland","2020",1981,1755,184
"1069","24033803514","Census Tract 8035.14"," Prince George's County"," Maryland","2020",2436,2144,277
"1070","24033803516","Census Tract 8035.16"," Prince George's County"," Maryland","2020",1550,1503,41
"1071","24033803519","Census Tract 8035.19"," Prince George's County"," Maryland","2020",2358,2214,103
"1072","24033803520","Census Tract 8035.20"," Prince George's County"," Maryland","2020",1588,1573,4
"1073","24033803521","Census Tract 8035.21"," Prince George's County"," Maryland","2020",2601,2462,34
"1074","24033803524","Census Tract 8035.24"," Prince George's County"," Maryland","2020",1589,1461,116
"1075","24033803525","Census Tract 8035.25"," Prince George's County"," Maryland","2020",987,922,55
"1076","24033803526","Census Tract 8035.26"," Prince George's County"," Maryland","2020",1320,1208,61
"1077","24033803527","Census Tract 8035.27"," Prince George's County"," Maryland","2020",1217,1169,19
"1078","24033803528","Census Tract 8035.28"," Prince George's County"," Maryland","2020",2285,2241,0
"1079","24033803601","Census Tract 8036.01"," Prince George's County"," Maryland","2020",1190,1165,8
"1080","24033803602","Census Tract 8036.02"," Prince George's County"," Maryland","2020",857,782,75
"1081","24033803605","Census Tract 8036.05"," Prince George's County"," Maryland","2020",1897,1706,125
"1082","24033803606","Census Tract 8036.06"," Prince George's County"," Maryland","2020",1309,1225,57
"1083","24033803607","Census Tract 8036.07"," Prince George's County"," Maryland","2020",1011,912,63
"1084","24033803608","Census Tract 8036.08"," Prince George's County"," Maryland","2020",1729,1523,190
"1085","24033803610","Census Tract 8036.10"," Prince George's County"," Maryland","2020",1077,1014,50
"1086","24033803612","Census Tract 8036.12"," Prince George's County"," Maryland","2020",1290,1031,259
"1087","24033803613","Census Tract 8036.13"," Prince George's County"," Maryland","2020",2250,1873,238
"1088","24033803700","Census Tract 8037"," Prince George's County"," Maryland","2020",748,682,66
"1089","24033803801","Census Tract 8038.01"," Prince George's County"," Maryland","2020",672,554,95
"1090","24033803803","Census Tract 8038.03"," Prince George's County"," Maryland","2020",1579,1411,159
"1091","24033803900","Census Tract 8039"," Prince George's County"," Maryland","2020",865,672,137
"1092","24033804001","Census Tract 8040.01"," Prince George's County"," Maryland","2020",2367,1945,327
"1093","24033804002","Census Tract 8040.02"," Prince George's County"," Maryland","2020",1317,1123,194
"1094","24033804101","Census Tract 8041.01"," Prince George's County"," Maryland","2020",1250,1135,115
"1095","24033804102","Census Tract 8041.02"," Prince George's County"," Maryland","2020",1946,1646,226
"1096","24033804200","Census Tract 8042"," Prince George's County"," Maryland","2020",1369,1316,53
"1097","24033804300","Census Tract 8043"," Prince George's County"," Maryland","2020",1121,819,276
"1098","24033804400","Census Tract 8044"," Prince George's County"," Maryland","2020",855,721,105
"1099","24033804600","Census Tract 8046"," Prince George's County"," Maryland","2020",931,813,83
"1100","24033804700","Census Tract 8047"," Prince George's County"," Maryland","2020",1689,1526,118
"1101","24033804801","Census Tract 8048.01"," Prince George's County"," Maryland","2020",1436,1259,177
"1102","24033804802","Census Tract 8048.02"," Prince George's County"," Maryland","2020",1161,918,231
"1103","24033804900","Census Tract 8049"," Prince George's County"," Maryland","2020",1328,1106,201
"1104","24033805000","Census Tract 8050"," Prince George's County"," Maryland","2020",2063,1672,357
"1105","24033805101","Census Tract 8051.01"," Prince George's County"," Maryland","2020",1220,1003,163
"1106","24033805201","Census Tract 8052.01"," Prince George's County"," Maryland","2020",1267,1130,137
"1107","24033805202","Census Tract 8052.02"," Prince George's County"," Maryland","2020",1102,1031,59
"1108","24033805500","Census Tract 8055"," Prince George's County"," Maryland","2020",1019,841,178
"1109","24033805601","Census Tract 8056.01"," Prince George's County"," Maryland","2020",1570,1247,306
"1110","24033805602","Census Tract 8056.02"," Prince George's County"," Maryland","2020",1202,1127,75
"1111","24033805700","Census Tract 8057"," Prince George's County"," Maryland","2020",1560,1445,103
"1112","24033805801","Census Tract 8058.01"," Prince George's County"," Maryland","2020",914,853,59
"1113","24033805802","Census Tract 8058.02"," Prince George's County"," Maryland","2020",1031,962,69
"1114","24033805904","Census Tract 8059.04"," Prince George's County"," Maryland","2020",870,836,31
"1115","24033805906","Census Tract 8059.06"," Prince George's County"," Maryland","2020",1220,1108,99
"1116","24033805907","Census Tract 8059.07"," Prince George's County"," Maryland","2020",1198,1062,136
"1117","24033805908","Census Tract 8059.08"," Prince George's County"," Maryland","2020",866,811,55
"1118","24033805909","Census Tract 8059.09"," Prince George's County"," Maryland","2020",1947,1737,78
"1119","24033806000","Census Tract 8060"," Prince George's County"," Maryland","2020",1786,1650,128
"1120","24033806100","Census Tract 8061"," Prince George's County"," Maryland","2020",1313,1247,66
"1121","24033806400","Census Tract 8064"," Prince George's County"," Maryland","2020",1518,1442,24
"1122","24033806501","Census Tract 8065.01"," Prince George's County"," Maryland","2020",1539,1238,247
"1123","24033806601","Census Tract 8066.01"," Prince George's County"," Maryland","2020",1366,1028,302
"1124","24033806602","Census Tract 8066.02"," Prince George's County"," Maryland","2020",1258,1054,146
"1125","24033806706","Census Tract 8067.06"," Prince George's County"," Maryland","2020",1406,1289,110
"1126","24033806708","Census Tract 8067.08"," Prince George's County"," Maryland","2020",2106,1965,114
"1127","24033806710","Census Tract 8067.10"," Prince George's County"," Maryland","2020",2189,2072,99
"1128","24033806711","Census Tract 8067.11"," Prince George's County"," Maryland","2020",1914,1727,151
"1129","24033806712","Census Tract 8067.12"," Prince George's County"," Maryland","2020",1603,1531,62
"1130","24033806713","Census Tract 8067.13"," Prince George's County"," Maryland","2020",1147,1063,84
"1131","24033806714","Census Tract 8067.14"," Prince George's County"," Maryland","2020",1742,1572,170
"1132","24033806800","Census Tract 8068"," Prince George's County"," Maryland","2020",1155,1065,56
"1133","24033806900","Census Tract 8069"," Prince George's County"," Maryland","2020",1448,1338,73
"1134","24033807000","Census Tract 8070"," Prince George's County"," Maryland","2020",2949,2371,278
"1135","24033807102","Census Tract 8071.02"," Prince George's County"," Maryland","2020",938,825,85
"1136","24033807301","Census Tract 8073.01"," Prince George's County"," Maryland","2020",1288,1121,63
"1137","24033807304","Census Tract 8073.04"," Prince George's County"," Maryland","2020",588,565,20
"1138","24033807305","Census Tract 8073.05"," Prince George's County"," Maryland","2020",952,923,29
"1139","24033807404","Census Tract 8074.04"," Prince George's County"," Maryland","2020",1579,1472,81
"1140","24033807405","Census Tract 8074.05"," Prince George's County"," Maryland","2020",1922,1745,159
"1141","24033807407","Census Tract 8074.07"," Prince George's County"," Maryland","2020",2188,2074,114
"1142","24033807408","Census Tract 8074.08"," Prince George's County"," Maryland","2020",2297,2215,70
"1143","24033807409","Census Tract 8074.09"," Prince George's County"," Maryland","2020",1105,988,101
"1144","24033807410","Census Tract 8074.10"," Prince George's County"," Maryland","2020",2390,1410,216
"1145","24033807500","Census Tract 8075"," Prince George's County"," Maryland","2020",2464,2236,216
"1146","24033980000","Census Tract 9800"," Prince George's County"," Maryland","2020",833,676,41
"1147","24035810100","Census Tract 8101"," Queen Anne's County"," Maryland","2020",987,722,152
"1148","24035810200","Census Tract 8102"," Queen Anne's County"," Maryland","2020",1027,792,206
"1149","24035810300","Census Tract 8103"," Queen Anne's County"," Maryland","2020",1968,1668,222
"1150","24035810400","Census Tract 8104"," Queen Anne's County"," Maryland","2020",2049,1839,85
"1151","24035810500","Census Tract 8105"," Queen Anne's County"," Maryland","2020",1783,1499,180
"1152","24035810600","Census Tract 8106"," Queen Anne's County"," Maryland","2020",2021,1838,126
"1153","24035810700","Census Tract 8107"," Queen Anne's County"," Maryland","2020",1526,1324,133
"1154","24035810800","Census Tract 8108"," Queen Anne's County"," Maryland","2020",2411,2218,121
"1155","24035810901","Census Tract 8109.01"," Queen Anne's County"," Maryland","2020",2262,1958,110
"1156","24035810902","Census Tract 8109.02"," Queen Anne's County"," Maryland","2020",1081,974,44
"1157","24035811000","Census Tract 8110"," Queen Anne's County"," Maryland","2020",1885,1657,146
"1158","24035990000","Census Tract 9900"," Queen Anne's County"," Maryland","2020",0,0,0
"1159","24035990100","Census Tract 9901"," Queen Anne's County"," Maryland","2020",0,0,0
"1160","24035990200","Census Tract 9902"," Queen Anne's County"," Maryland","2020",0,0,0
"1161","24037875000","Census Tract 8750"," St. Mary's County"," Maryland","2020",2122,1992,82
"1162","24037875100","Census Tract 8751"," St. Mary's County"," Maryland","2020",1786,1533,218
"1163","24037875201","Census Tract 8752.01"," St. Mary's County"," Maryland","2020",1947,1686,201
"1164","24037875202","Census Tract 8752.02"," St. Mary's County"," Maryland","2020",2045,1747,274
"1165","24037875300","Census Tract 8753"," St. Mary's County"," Maryland","2020",1245,909,285
"1166","24037875400","Census Tract 8754"," St. Mary's County"," Maryland","2020",2359,2058,294
"1167","24037875501","Census Tract 8755.01"," St. Mary's County"," Maryland","2020",2463,2134,202
"1168","24037875502","Census Tract 8755.02"," St. Mary's County"," Maryland","2020",1271,1038,227
"1169","24037875601","Census Tract 8756.01"," St. Mary's County"," Maryland","2020",651,464,151
"1170","24037875602","Census Tract 8756.02"," St. Mary's County"," Maryland","2020",2666,2584,65
"1171","24037875700","Census Tract 8757"," St. Mary's County"," Maryland","2020",2612,2241,316
"1172","24037875803","Census Tract 8758.03"," St. Mary's County"," Maryland","2020",1980,1859,82
"1173","24037875903","Census Tract 8759.03"," St. Mary's County"," Maryland","2020",1365,1167,124
"1174","24037875904","Census Tract 8759.04"," St. Mary's County"," Maryland","2020",2466,1965,408
"1175","24037875905","Census Tract 8759.05"," St. Mary's County"," Maryland","2020",1025,901,102
"1176","24037875906","Census Tract 8759.06"," St. Mary's County"," Maryland","2020",1952,1786,124
"1177","24037876001","Census Tract 8760.01"," St. Mary's County"," Maryland","2020",2307,1970,271
"1178","24037876003","Census Tract 8760.03"," St. Mary's County"," Maryland","2020",1204,994,18
"1179","24037876004","Census Tract 8760.04"," St. Mary's County"," Maryland","2020",2718,2550,120
"1180","24037876101","Census Tract 8761.01"," St. Mary's County"," Maryland","2020",1684,1370,271
"1181","24037876102","Census Tract 8761.02"," St. Mary's County"," Maryland","2020",1204,1074,56
"1182","24037876200","Census Tract 8762"," St. Mary's County"," Maryland","2020",2208,1880,268
"1183","24037990000","Census Tract 9900"," St. Mary's County"," Maryland","2020",0,0,0
"1184","24039930101","Census Tract 9301.01"," Somerset County"," Maryland","2020",2305,1931,262
"1185","24039930102","Census Tract 9301.02"," Somerset County"," Maryland","2020",1605,1326,272
"1186","24039930200","Census Tract 9302"," Somerset County"," Maryland","2020",724,446,250
"1187","24039930500","Census Tract 9305"," Somerset County"," Maryland","2020",1650,1328,289
"1188","24039930600","Census Tract 9306"," Somerset County"," Maryland","2020",1152,875,264
"1189","24039930800","Census Tract 9308"," Somerset County"," Maryland","2020",1073,944,120
"1190","24039990100","Census Tract 9901"," Somerset County"," Maryland","2020",0,0,0
"1191","24041960100","Census Tract 9601"," Talbot County"," Maryland","2020",1494,1322,162
"1192","24041960201","Census Tract 9602.01"," Talbot County"," Maryland","2020",1988,1905,65
"1193","24041960300","Census Tract 9603"," Talbot County"," Maryland","2020",1687,1336,288
"1194","24041960400","Census Tract 9604"," Talbot County"," Maryland","2020",2505,2073,419
"1195","24041960501","Census Tract 9605.01"," Talbot County"," Maryland","2020",1992,1751,221
"1196","24041960502","Census Tract 9605.02"," Talbot County"," Maryland","2020",1680,1352,328
"1197","24041960600","Census Tract 9606"," Talbot County"," Maryland","2020",782,695,42
"1198","24041960700","Census Tract 9607"," Talbot County"," Maryland","2020",1855,1702,136
"1199","24041960800","Census Tract 9608"," Talbot County"," Maryland","2020",911,840,71
"1200","24041960900","Census Tract 9609"," Talbot County"," Maryland","2020",1916,1686,189
"1201","24041990000","Census Tract 9900"," Talbot County"," Maryland","2020",0,0,0
"1202","24043000100","Census Tract 1"," Washington County"," Maryland","2020",1561,1350,204
"1203","24043000200","Census Tract 2"," Washington County"," Maryland","2020",1636,1462,153
"1204","24043000301","Census Tract 3.01"," Washington County"," Maryland","2020",1241,978,240
"1205","24043000302","Census Tract 3.02"," Washington County"," Maryland","2020",927,727,178
"1206","24043000400","Census Tract 4"," Washington County"," Maryland","2020",782,538,195
"1207","24043000500","Census Tract 5"," Washington County"," Maryland","2020",2258,1861,268
"1208","24043000601","Census Tract 6.01"," Washington County"," Maryland","2020",908,737,151
"1209","24043000602","Census Tract 6.02"," Washington County"," Maryland","2020",1597,1281,247
"1210","24043000700","Census Tract 7"," Washington County"," Maryland","2020",1261,784,469
"1211","24043000800","Census Tract 8"," Washington County"," Maryland","2020",1697,1098,511
"1212","24043000900","Census Tract 9"," Washington County"," Maryland","2020",1227,998,229
"1213","24043001001","Census Tract 10.01"," Washington County"," Maryland","2020",1975,1529,348
"1214","24043001002","Census Tract 10.02"," Washington County"," Maryland","2020",1486,1300,186
"1215","24043010100","Census Tract 101"," Washington County"," Maryland","2020",355,326,19
"1216","24043010200","Census Tract 102"," Washington County"," Maryland","2020",1778,1450,291
"1217","24043010300","Census Tract 103"," Washington County"," Maryland","2020",2859,2452,347
"1218","24043010401","Census Tract 104.01"," Washington County"," Maryland","2020",1453,1213,202
"1219","24043010402","Census Tract 104.02"," Washington County"," Maryland","2020",2097,1899,179
"1220","24043010600","Census Tract 106"," Washington County"," Maryland","2020",1919,1535,355
"1221","24043010700","Census Tract 107"," Washington County"," Maryland","2020",1451,1107,337
"1222","24043010802","Census Tract 108.02"," Washington County"," Maryland","2020",1074,880,165
"1223","24043010803","Census Tract 108.03"," Washington County"," Maryland","2020",1661,1381,207
"1224","24043010901","Census Tract 109.01"," Washington County"," Maryland","2020",2226,2039,187
"1225","24043010902","Census Tract 109.02"," Washington County"," Maryland","2020",1163,902,261
"1226","24043011000","Census Tract 110"," Washington County"," Maryland","2020",0,0,0
"1227","24043011100","Census Tract 111"," Washington County"," Maryland","2020",2834,2383,393
"1228","24043011202","Census Tract 112.02"," Washington County"," Maryland","2020",1561,1340,202
"1229","24043011203","Census Tract 112.03"," Washington County"," Maryland","2020",1965,1669,281
"1230","24043011204","Census Tract 112.04"," Washington County"," Maryland","2020",1588,1441,67
"1231","24043011301","Census Tract 113.01"," Washington County"," Maryland","2020",1840,1600,216
"1232","24043011302","Census Tract 113.02"," Washington County"," Maryland","2020",1406,1207,188
"1233","24043011400","Census Tract 114"," Washington County"," Maryland","2020",2567,2064,362
"1234","24043011501","Census Tract 115.01"," Washington County"," Maryland","2020",1526,1407,77
"1235","24043011502","Census Tract 115.02"," Washington County"," Maryland","2020",1256,987,269
"1236","24043011600","Census Tract 116"," Washington County"," Maryland","2020",1179,1040,122
"1237","24043011700","Census Tract 117"," Washington County"," Maryland","2020",2053,1718,277
"1238","24045000100","Census Tract 1"," Wicomico County"," Maryland","2020",2343,1742,450
"1239","24045000200","Census Tract 2"," Wicomico County"," Maryland","2020",745,606,93
"1240","24045000300","Census Tract 3"," Wicomico County"," Maryland","2020",500,324,152
"1241","24045000400","Census Tract 4"," Wicomico County"," Maryland","2020",1662,1473,189
"1242","24045000500","Census Tract 5"," Wicomico County"," Maryland","2020",1052,846,155
"1243","24045010101","Census Tract 101.01"," Wicomico County"," Maryland","2020",2399,2222,160
"1244","24045010102","Census Tract 101.02"," Wicomico County"," Maryland","2020",1325,1122,167
"1245","24045010200","Census Tract 102"," Wicomico County"," Maryland","2020",2437,1791,598
"1246","24045010300","Census Tract 103"," Wicomico County"," Maryland","2020",3064,2646,290
"1247","24045010400","Census Tract 104"," Wicomico County"," Maryland","2020",2115,1810,305
"1248","24045010501","Census Tract 105.01"," Wicomico County"," Maryland","2020",2067,1799,264
"1249","24045010503","Census Tract 105.03"," Wicomico County"," Maryland","2020",1186,991,41
"1250","24045010504","Census Tract 105.04"," Wicomico County"," Maryland","2020",2045,1809,173
"1251","24045010603","Census Tract 106.03"," Wicomico County"," Maryland","2020",3213,2903,310
"1252","24045010604","Census Tract 106.04"," Wicomico County"," Maryland","2020",2003,1666,301
"1253","24045010605","Census Tract 106.05"," Wicomico County"," Maryland","2020",1408,1322,52
"1254","24045010606","Census Tract 106.06"," Wicomico County"," Maryland","2020",1630,1377,244
"1255","24045010701","Census Tract 107.01"," Wicomico County"," Maryland","2020",1536,1213,278
"1256","24045010703","Census Tract 107.03"," Wicomico County"," Maryland","2020",1450,1226,224
"1257","24045010704","Census Tract 107.04"," Wicomico County"," Maryland","2020",1617,1440,162
"1258","24045010800","Census Tract 108"," Wicomico County"," Maryland","2020",2345,1905,411
"1259","24047950000","Census Tract 9500"," Worcester County"," Maryland","2020",836,757,79
"1260","24047950100","Census Tract 9501"," Worcester County"," Maryland","2020",1145,1010,97
"1261","24047950300","Census Tract 9503"," Worcester County"," Maryland","2020",1844,1551,226
"1262","24047950400","Census Tract 9504"," Worcester County"," Maryland","2020",1115,1063,52
"1263","24047950600","Census Tract 9506"," Worcester County"," Maryland","2020",1429,1385,40
"1264","24047950700","Census Tract 9507"," Worcester County"," Maryland","2020",1148,1095,53
"1265","24047950800","Census Tract 9508"," Worcester County"," Maryland","2020",2048,1748,288
"1266","24047950900","Census Tract 9509"," Worcester County"," Maryland","2020",816,717,93
"1267","24047951000","Census Tract 9510"," Worcester County"," Maryland","2020",1761,1564,143
"1268","24047951101","Census Tract 9511.01"," Worcester County"," Maryland","2020",1733,1405,304
"1269","24047951102","Census Tract 9511.02"," Worcester County"," Maryland","2020",1613,1474,125
"1270","24047951200","Census Tract 9512"," Worcester County"," Maryland","2020",1323,1111,186
"1271","24047951300","Census Tract 9513"," Worcester County"," Maryland","2020",1037,784,244
"1272","24047951400","Census Tract 9514"," Worcester County"," Maryland","2020",1256,838,409
"1273","24047951500","Census Tract 9515"," Worcester County"," Maryland","2020",2021,1572,340
"1274","24047951700","Census Tract 9517"," Worcester County"," Maryland","2020",1536,1336,126
"1275","24047980000","Census Tract 9800"," Worcester County"," Maryland","2020",0,0,0
"1276","24047990000","Census Tract 9900"," Worcester County"," Maryland","2020",0,0,0
"1277","24510010100","Census Tract 101"," Baltimore city"," Maryland","2020",1476,1394,72
"1278","24510010200","Census Tract 102"," Baltimore city"," Maryland","2020",1398,1245,129
"1279","24510010300","Census Tract 103"," Baltimore city"," Maryland","2020",990,926,64
"1280","24510010400","Census Tract 104"," Baltimore city"," Maryland","2020",1529,1466,63
"1281","24510010500","Census Tract 105"," Baltimore city"," Maryland","2020",789,750,39
"1282","24510020100","Census Tract 201"," Baltimore city"," Maryland","2020",813,772,30
"1283","24510020200","Census Tract 202"," Baltimore city"," Maryland","2020",743,681,50
"1284","24510020300","Census Tract 203"," Baltimore city"," Maryland","2020",2251,2093,128
"1285","24510030100","Census Tract 301"," Baltimore city"," Maryland","2020",1009,751,173
"1286","24510030200","Census Tract 302"," Baltimore city"," Maryland","2020",1307,1174,94
"1287","24510040100","Census Tract 401"," Baltimore city"," Maryland","2020",3393,3203,99
"1288","24510040200","Census Tract 402"," Baltimore city"," Maryland","2020",290,215,45
"1289","24510060100","Census Tract 601"," Baltimore city"," Maryland","2020",1165,854,284
"1290","24510060200","Census Tract 602"," Baltimore city"," Maryland","2020",1069,851,148
"1291","24510060300","Census Tract 603"," Baltimore city"," Maryland","2020",682,605,77
"1292","24510060400","Census Tract 604"," Baltimore city"," Maryland","2020",900,661,176
"1293","24510070100","Census Tract 701"," Baltimore city"," Maryland","2020",734,507,169
"1294","24510070200","Census Tract 702"," Baltimore city"," Maryland","2020",972,866,106
"1295","24510070300","Census Tract 703"," Baltimore city"," Maryland","2020",364,293,71
"1296","24510070400","Census Tract 704"," Baltimore city"," Maryland","2020",722,446,202
"1297","24510080101","Census Tract 801.01"," Baltimore city"," Maryland","2020",1412,1208,182
"1298","24510080102","Census Tract 801.02"," Baltimore city"," Maryland","2020",702,501,196
"1299","24510080200","Census Tract 802"," Baltimore city"," Maryland","2020",370,199,171
"1300","24510080301","Census Tract 803.01"," Baltimore city"," Maryland","2020",683,454,175
