X.1,workorderid,date,description,address,LAT,LON,address1,,,,,,,,,,,,,,,,,,
1805,1407464,1/16/25,WATER MAIN BREAK,3501 ODONNELL ST,39.29038,-76.61219,"3501 ODONNELL ST, baltimore",,,,,,,,,,,,,,,,,,
1806,1407472,1/16/25,WATER MAIN BREAK,2114 EASTERN BLVD,39.3286291,-76.4408419,"2114 EASTERN BLVD, baltimore",,,,,,,,,,,,,,,,,,
1807,1407479,1/16/25,WATER MAIN BREAK,3013 ELLERSLIE AVE,39.3247698,-76.6051198,"3013 ELLERSLIE AVE, baltimore",,,,,,,,,,,,,,,,,,
1808,1407490,1/16/25,WATER MAIN BREAK,846 BRADHURST RD,39.3592936,-76.6033579,"846 BRADHURST RD, baltimore",,,,,,,,,,,,,,,,,,
1809,1407505,1/16/25,WATER MAIN BREAK,CROFTLEY RD AND PICKETT RD,39.29038,-76.61219,"CROFTLEY RD AND PICKETT RD, baltimore",,,,,,,,,,,,,,,,,,
1810,1407507,1/16/25,WATER MAIN BREAK,1805 WADSWORTH WAY,39.3598569,-76.5793966,"1805 WADSWORTH WAY, baltimore",,,,,,,,,,,,,,,,,,
1811,1407520,1/16/25,WATER MAIN BREAK,NICHOLAS AVE AND FINDLAY RD,39.29038,-76.61219,"NICHOLAS AVE AND FINDLAY RD, baltimore",,,,,,,,,,,,,,,,,,
1812,1407522,1/16/25,WATER MAIN BREAK,6721 BROMPTON RD,39.3362286,-76.7281409,"6721 BROMPTON RD, baltimore",,,,,,,,,,,,,,,,,,
1813,1407525,1/17/25,WATER MAIN BREAK,1300 SOUTH CHARLES SAINT BALTIMORE CITY,39.29038,-76.61219,"1300 SOUTH CHARLES SAINT BALTIMORE CITY, baltimore",,,,,,,,,,,,,,,,,,
1814,1407528,1/17/25,WATER MAIN BREAK,DUNDALK AVE AND HOLABIRD AVE,39.29038,-76.61219,"DUNDALK AVE AND HOLABIRD AVE, baltimore",,,,,,,,,,,,,,,,,,
1815,1407534,1/17/25,WATER MAIN BREAK,1004 CREEK ST,39.2774888,-76.6169471,"1004 CREEK ST, baltimore",,,,,,,,,,,,,,,,,,
1816,1407546,1/17/25,WATER MAIN BREAK,NORTH POINT BLVD AND CARROLL AVE,39.29038,-76.61219,"NORTH POINT BLVD AND CARROLL AVE, baltimore",,,,,,,,,,,,,,,,,,
1817,1407583,1/17/25,WATER MAIN BREAK,1616 MELBY CT,39.3752346,-76.5674956,"1616 MELBY CT, baltimore",,,,,,,,,,,,,,,,,,
1818,1407598,1/17/25,WATER MAIN BREAK,1330 NORTH CAROLINE ST,39.3059817,-76.5983282,"1330 NORTH CAROLINE ST, baltimore",,,,,,,,,,,,,,,,,,
1819,1407622,1/17/25,WATER MAIN BREAK,DUNDALK AVE AND HARTWAIT ST,39.29038,-76.61219,"DUNDALK AVE AND HARTWAIT ST, baltimore",,,,,,,,,,,,,,,,,,
1820,1407652,1/17/25,WATER MAIN BREAK,7495 RABON AVE,39.2821622,-76.5089495,"7495 RABON AVE, baltimore",,,,,,,,,,,,,,,,,,
1821,1407662,1/17/25,WATER MAIN BREAK,3701 CLARENELL RD,39.2649634,-76.6773702,"3701 CLARENELL RD, baltimore",,,,,,,,,,,,,,,,,,
1822,1407669,1/17/25,WATER MAIN BREAK,3414 KENYON AVE,39.3219889,-76.5643619,"3414 KENYON AVE, baltimore",,,,,,,,,,,,,,,,,,
1823,1407673,1/17/25,WATER MAIN BREAK,305 HOLLY MANOR RD,39.2807203,-76.7472718,"305 HOLLY MANOR RD, baltimore",,,,,,,,,,,,,,,,,,
1824,1407687,1/17/25,WATER MAIN BREAK,1272 CEDARCROFT RD,39.3696238,-76.5902604,"1272 CEDARCROFT RD, baltimore",,,,,,,,,,,,,,,,,,
1825,1407702,1/17/25,WATER MAIN BREAK,432 SOUTH BROADWAY ST,39.29038,-76.61219,"432 SOUTH BROADWAY ST, baltimore",,,,,,,,,,,,,,,,,,
1826,1407732,1/17/25,WATER MAIN BREAK,2912 VIRGINIA AVE,39.3452648,-76.6642614,"2912 VIRGINIA AVE, baltimore",,,,,,,,,,,,,,,,,,
1827,1407739,1/17/25,WATER MAIN BREAK,2208 OXEYE RD,39.387084,-76.6757984,"2208 OXEYE RD, baltimore",,,,,,,,,,,,,,,,,,
1828,1407745,1/17/25,WATER MAIN BREAK,4806 ARABIA AVE,39.3440636,-76.5653794,"4806 ARABIA AVE, baltimore",,,,,,,,,,,,,,,,,,
1829,1407746,1/17/25,WATER MAIN BREAK,CHARINGTON RD AND HALESWORTH RD,39.29038,-76.61219,"CHARINGTON RD AND HALESWORTH RD, baltimore",,,,,,,,,,,,,,,,,,
1830,1407750,1/17/25,WATER MAIN BREAK,3341 HISS AVE,39.3752262,-76.526112,"3341 HISS AVE, baltimore",,,,,,,,,,,,,,,,,,
1831,1407753,1/17/25,WATER MAIN BREAK,6 NORTHAMPTON RD,39.4329909,-76.6218121,"6 NORTHAMPTON RD, baltimore",,,,,,,,,,,,,,,,,,
1832,1407760,1/17/25,WATER MAIN BREAK,1116 CHATTERLEIGH CIR,39.4110424,-76.5649451,"1116 CHATTERLEIGH CIR, baltimore",,,,,,,,,,,,,,,,,,
1833,1407761,1/17/25,WATER MAIN BREAK,1012 SMOKE TREE RD,39.3682112,-76.7456763,"1012 SMOKE TREE RD, baltimore",,,,,,,,,,,,,,,,,,
1834,1407778,1/18/25,WATER MAIN BREAK,5320 BEAUFORT AVE,39.3488131,-76.6825344,"5320 BEAUFORT AVE, baltimore",,,,,,,,,,,,,,,,,,
1835,1407787,1/18/25,WATER MAIN BREAK,EAST HOMBERG AVE AND HALEY RD,39.29038,-76.61219,"EAST HOMBERG AVE AND HALEY RD, baltimore",,,,,,,,,,,,,,,,,,
1836,1407792,1/18/25,WATER MAIN BREAK,13 AUSTIN RD,39.4462635,-76.8093006,"13 AUSTIN RD, baltimore",,,,,,,,,,,,,,,,,,
1837,1407793,1/18/25,WATER MAIN BREAK,5508 PLAINFIELD AVE,39.3362422,-76.5447689,"5508 PLAINFIELD AVE, baltimore",,,,,,,,,,,,,,,,,,
1838,1407813,1/18/25,WATER MAIN BREAK,IONA TERR AND WALTHER AVE,39.29038,-76.61219,"IONA TERR AND WALTHER AVE, baltimore",,,,,,,,,,,,,,,,,,
1839,1407824,1/18/25,WATER MAIN BREAK,715 50TH ST,39.2838423,-76.5225742,"715 50TH ST, baltimore",,,,,,,,,,,,,,,,,,
1840,1407834,1/18/25,WATER MAIN BREAK,2230 BANK ST,39.2870985,-76.585043,"2230 BANK ST, baltimore",,,,,,,,,,,,,,,,,,
1841,1407836,1/18/25,WATER MAIN BREAK,4211 GRACE CT,39.227312,-76.5873881,"4211 GRACE CT, baltimore",,,,,,,,,,,,,,,,,,
1842,1407845,1/18/25,WATER MAIN BREAK,6903 BIRDWOOD AVE,39.3785065,-76.3592467,"6903 BIRDWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1843,1408097,1/18/25,WATER MAIN BREAK,369 STILLWATER RD,39.3135338,-76.4776859,"369 STILLWATER RD, baltimore",,,,,,,,,,,,,,,,,,
1844,1408099,1/18/25,WATER MAIN BREAK,2 NORTH CULVER ST,39.2862512,-76.6774221,"2 NORTH CULVER ST, baltimore",,,,,,,,,,,,,,,,,,
1845,1408110,1/18/25,WATER MAIN BREAK,4502 POPLAR AVE,39.2416329,-76.6885422,"4502 POPLAR AVE, baltimore",,,,,,,,,,,,,,,,,,
1846,1408120,1/18/25,WATER MAIN BREAK,BECKLOW AVE AND ENDSLEIGH AVE,39.29038,-76.61219,"BECKLOW AVE AND ENDSLEIGH AVE, baltimore",,,,,,,,,,,,,,,,,,
1847,1408131,1/18/25,WATER MAIN BREAK,8719 BAKER AVE,39.3794453,-76.5290232,"8719 BAKER AVE, baltimore",,,,,,,,,,,,,,,,,,
1848,1408132,1/19/25,WATER MAIN BREAK,3318 SUMMIT AVE,39.3970453,-76.5124835,"3318 SUMMIT AVE, baltimore",,,,,,,,,,,,,,,,,,
1849,1408136,1/19/25,WATER MAIN BREAK,1700 EUTAW PL,39.3068562,-76.630415,"1700 EUTAW PL, baltimore",,,,,,,,,,,,,,,,,,
1850,1408196,1/19/25,WATER MAIN BREAK,3700 MANNASOTA AVE,39.323865,-76.564288,"3700 MANNASOTA AVE, baltimore",,,,,,,,,,,,,,,,,,
1851,1408200,1/19/25,WATER MAIN BREAK,SAINT JOSEPH ST AND SOUTH CULVER ST,39.29038,-76.61219,"SAINT JOSEPH ST AND SOUTH CULVER ST, baltimore",,,,,,,,,,,,,,,,,,
1852,1408207,1/19/25,WATER MAIN BREAK,800 SOUTH QUAIL ST,39.29038,-76.61219,"800 SOUTH QUAIL ST, baltimore",,,,,,,,,,,,,,,,,,
1853,1408208,1/19/25,WATER MAIN BREAK,336 SAVANNAH RD,39.3156824,-76.4789458,"336 SAVANNAH RD, baltimore",,,,,,,,,,,,,,,,,,
1854,1408220,1/19/25,WATER MAIN BREAK,3202 OVERLAND AVE,39.337085,-76.5695135,"3202 OVERLAND AVE, baltimore",,,,,,,,,,,,,,,,,,
1855,1408224,1/19/25,WATER MAIN BREAK,1807 DUNDALK AVE,39.2714662,-76.530133,"1807 DUNDALK AVE, baltimore",,,,,,,,,,,,,,,,,,
1856,1408236,1/19/25,WATER MAIN BREAK,EVERALL AVE AND RASPE AVE,39.29038,-76.61219,"EVERALL AVE AND RASPE AVE, baltimore",,,,,,,,,,,,,,,,,,
1857,1408243,1/19/25,WATER MAIN BREAK,5305 HARFORD RD,39.3503932,-76.56269,"5305 HARFORD RD, baltimore",,,,,,,,,,,,,,,,,,
1858,1408245,1/19/25,WATER JOINT LEAK,FOSTER SAINT AND SOUTH BOULDIN ST,39.29038,-76.61219,"FOSTER SAINT AND SOUTH BOULDIN ST, baltimore",,,,,,,,,,,,,,,,,,
1859,1408499,1/20/25,WATER MAIN BREAK,2814 CARROLL ST,39.2618665,-76.6565812,"2814 CARROLL ST, baltimore",,,,,,,,,,,,,,,,,,
1860,1408500,1/20/25,WATER MAIN BREAK,3036 ELIZABETH AVE,39.2546554,-76.6517093,"3036 ELIZABETH AVE, baltimore",,,,,,,,,,,,,,,,,,
1861,1408503,1/20/25,WATER MAIN BREAK,507 WOODBINE AVE,39.4011281,-76.6181409,"507 WOODBINE AVE, baltimore",,,,,,,,,,,,,,,,,,
1862,1408504,1/20/25,WATER MAIN BREAK,1850 WEST BALTIMORE ST,39.2883543,-76.646751,"1850 WEST BALTIMORE ST, baltimore",,,,,,,,,,,,,,,,,,
1863,1408507,1/20/25,WATER MAIN BREAK,3325 SPAULDING AVE,39.3466914,-76.6769477,"3325 SPAULDING AVE, baltimore",,,,,,,,,,,,,,,,,,
1864,1408508,1/20/25,WATER MAIN BREAK,6 KELBARK CT,39.3746192,-76.5222746,"6 KELBARK CT, baltimore",,,,,,,,,,,,,,,,,,
1865,1408770,1/20/25,WATER MAIN BREAK,8103 ELEANOR TER,39.2739251,-76.4697025,"8103 ELEANOR TER, baltimore",,,,,,,,,,,,,,,,,,
1866,1408779,1/20/25,WATER MAIN BREAK,3006 GIBBONS AVE,39.3506403,-76.5615045,"3006 GIBBONS AVE, baltimore",,,,,,,,,,,,,,,,,,
1867,1408780,1/20/25,WATER MAIN BREAK,2401 CHESTERFIELD AVE,39.3295413,-76.577084,"2401 CHESTERFIELD AVE, baltimore",,,,,,,,,,,,,,,,,,
1868,1408805,1/20/25,WATER MAIN BREAK,5720 CLOVER RD,39.3543135,-76.6852024,"5720 CLOVER RD, baltimore",,,,,,,,,,,,,,,,,,
1869,1408810,1/20/25,WATER MAIN BREAK,1 B MCCORMICK AVE,39.3553956,-76.5183798,"1 B MCCORMICK AVE, baltimore",,,,,,,,,,,,,,,,,,
1870,1408811,1/20/25,WATER MAIN BREAK,COLVIN SAINT AND EAST LEXINGTON ST,39.29038,-76.61219,"COLVIN SAINT AND EAST LEXINGTON ST, baltimore",,,,,,,,,,,,,,,,,,
1871,1408815,1/20/25,WATER MAIN BREAK,5425 BELLE VISTA AVE,39.3415576,-76.5512752,"5425 BELLE VISTA AVE, baltimore",,,,,,,,,,,,,,,,,,
1872,1408830,1/20/25,WATER MAIN BREAK,1307 WESTELLEN RD,39.4214765,-76.5926422,"1307 WESTELLEN RD, baltimore",,,,,,,,,,,,,,,,,,
1873,1408831,1/20/25,WATER MAIN BREAK,12 OLD SPRING CT,39.4746557,-76.5997716,"12 OLD SPRING CT, baltimore",,,,,,,,,,,,,,,,,,
1874,1408832,1/20/25,WATER MAIN BREAK,8251 BRATTLE RD,39.3734579,-76.7597386,"8251 BRATTLE RD, baltimore",,,,,,,,,,,,,,,,,,
1875,1408837,1/20/25,WATER MAIN BREAK,107 CALLENDAR ST,39.29038,-76.61219,"107 CALLENDAR ST, baltimore",,,,,,,,,,,,,,,,,,
1876,1408878,1/21/25,WATER JOINT LEAK,1204 ARGONNE DR,39.3394076,-76.596831,"1204 ARGONNE DR, baltimore",,,,,,,,,,,,,,,,,,
1877,1408900,1/21/25,WATER MAIN BREAK,1229 SPRING AVE,39.3262529,-76.5043756,"1229 SPRING AVE, baltimore",,,,,,,,,,,,,,,,,,
1878,1408909,1/21/25,WATER MAIN BREAK,1234 KAHLER AVE,39.3250588,-76.5073779,"1234 KAHLER AVE, baltimore",,,,,,,,,,,,,,,,,,
1879,1408927,1/21/25,WATER MAIN BREAK,5708 NEWHOLME AVE,39.3375679,-76.5383732,"5708 NEWHOLME AVE, baltimore",,,,,,,,,,,,,,,,,,
1880,1408935,1/21/25,WATER MAIN BREAK,600 SANDALWOOD RD,39.292552,-76.460255,"600 SANDALWOOD RD, baltimore",,,,,,,,,,,,,,,,,,
1881,1408985,1/21/25,WATER JOINT LEAK,1029 WEST LEXINGTON ST,39.2908228,-76.6348017,"1029 WEST LEXINGTON ST, baltimore",,,,,,,,,,,,,,,,,,
1882,1409030,1/21/25,WATER MAIN BREAK,3159 BAYBRIAR RD,39.2524307,-76.5079164,"3159 BAYBRIAR RD, baltimore",,,,,,,,,,,,,,,,,,
1883,1409039,1/21/25,WATER MAIN BREAK,3 YORK MILLS CT,39.2990377,-76.7615512,"3 YORK MILLS CT, baltimore",,,,,,,,,,,,,,,,,,
1884,1409051,1/21/25,WATER JOINT LEAK,GRANT SAINT AND EAST LOMBARD ST,39.29038,-76.61219,"GRANT SAINT AND EAST LOMBARD ST, baltimore",,,,,,,,,,,,,,,,,,
1885,1409054,1/21/25,WATER JOINT LEAK,1931 WEST FAYETTE ST,39.2893014,-76.6478654,"1931 WEST FAYETTE ST, baltimore",,,,,,,,,,,,,,,,,,
1886,1409104,1/21/25,WATER MAIN BREAK,1203 SOUTH HIGHLAND AVE,39.2791213,-76.5683671,"1203 SOUTH HIGHLAND AVE, baltimore",,,,,,,,,,,,,,,,,,
1887,1409111,1/21/25,WATER MAIN BREAK,BREHMS LANE AND PARKSIDE DR,39.29038,-76.61219,"BREHMS LANE AND PARKSIDE DR, baltimore",,,,,,,,,,,,,,,,,,
1888,1409120,1/21/25,WATER MAIN BREAK,MANNASOTA AVE AND PELHAM AVE,39.29038,-76.61219,"MANNASOTA AVE AND PELHAM AVE, baltimore",,,,,,,,,,,,,,,,,,
1889,1409132,1/22/25,WATER MAIN BREAK,2326 IVY AVE,39.3478684,-76.5781093,"2326 IVY AVE, baltimore",,,,,,,,,,,,,,,,,,
1890,1409135,1/22/25,WATER MAIN BREAK,MOYER AVE AND TAYLOR AVE,39.29038,-76.61219,"MOYER AVE AND TAYLOR AVE, baltimore",,,,,,,,,,,,,,,,,,
1891,1409141,1/22/25,WATER MAIN BREAK,4312 FOREST VIEW AVE,39.3501917,-76.5335369,"4312 FOREST VIEW AVE, baltimore",,,,,,,,,,,,,,,,,,
1892,1409143,1/22/25,WATER MAIN BREAK,3435 DUDLEY AVE,39.3220003,-76.5636067,"3435 DUDLEY AVE, baltimore",,,,,,,,,,,,,,,,,,
1893,1409147,1/22/25,WATER MAIN BREAK,SAINT PAUL SAINT AND EAST MONUMENT ST,39.29038,-76.61219,"SAINT PAUL SAINT AND EAST MONUMENT ST, baltimore",,,,,,,,,,,,,,,,,,
1894,1409158,1/22/25,WATER JOINT LEAK,134 SOUTH PATTERSON PARK AVE,39.2897511,-76.5848292,"134 SOUTH PATTERSON PARK AVE, baltimore",,,,,,,,,,,,,,,,,,
1895,1409234,1/22/25,WATER MAIN BREAK,3319 BLK PULASKI HWY,39.29038,-76.61219,"3319 BLK PULASKI HWY, baltimore",,,,,,,,,,,,,,,,,,
1896,1409252,1/22/25,WATER MAIN BREAK,3820 3RD ST,39.2350166,-76.6086398,"3820 3RD ST, baltimore",,,,,,,,,,,,,,,,,,
1897,1409302,1/22/25,WATER MAIN BREAK,3600 DUDLEY AVE,39.3198756,-76.5613675,"3600 DUDLEY AVE, baltimore",,,,,,,,,,,,,,,,,,
1898,1409314,1/22/25,WATER JOINT LEAK,213 SOUTH COLLINGTON AVE,39.2889026,-76.5857959,"213 SOUTH COLLINGTON AVE, baltimore",,,,,,,,,,,,,,,,,,
1899,1409423,1/22/25,WATER JOINT LEAK,364 STILLWATER RD,39.3139063,-76.4774983,"364 STILLWATER RD, baltimore",,,,,,,,,,,,,,,,,,
1900,1409467,1/22/25,WATER MAIN BREAK,51 KANE ST,39.2948878,-76.5322399,"51 KANE ST, baltimore",,,,,,,,,,,,,,,,,,
1901,1409469,1/22/25,WATER MAIN BREAK,21 BELINDA AVE,39.3521096,-76.520927,"21 BELINDA AVE, baltimore",,,,,,,,,,,,,,,,,,
1902,1409480,1/22/25,WATER MAIN BREAK,7200 BRIDGEWOOD DR,39.2916693,-76.5252975,"7200 BRIDGEWOOD DR, baltimore",,,,,,,,,,,,,,,,,,
1903,1409489,1/22/25,WATER MAIN BREAK,1829 NORTH DALLAS ST,39.3113669,-76.5975878,"1829 NORTH DALLAS ST, baltimore",,,,,,,,,,,,,,,,,,
1904,1409507,1/22/25,WATER MAIN BREAK,299 EYRING AVE,39.315489,-76.45939,"299 EYRING AVE, baltimore",,,,,,,,,,,,,,,,,,
1905,1409511,1/22/25,WATER MAIN BREAK,EAST NORTHERN PKWY AND CHURCHWARDENS RD,39.29038,-76.61219,"EAST NORTHERN PKWY AND CHURCHWARDENS RD, baltimore",,,,,,,,,,,,,,,,,,
1906,1409528,1/23/25,WATER MAIN BREAK,3114 REMINGTON AVE,39.324273,-76.6240693,"3114 REMINGTON AVE, baltimore",,,,,,,,,,,,,,,,,,
1907,1409530,1/23/25,WATER MAIN BREAK,3916 CHAFFEY RD,39.3742235,-76.7812746,"3916 CHAFFEY RD, baltimore",,,,,,,,,,,,,,,,,,
1908,1409531,1/23/25,WATER MAIN BREAK,PULASKI HWY AND WHITE AVE,39.29038,-76.61219,"PULASKI HWY AND WHITE AVE, baltimore",,,,,,,,,,,,,,,,,,
1909,1409534,1/23/25,WATER MAIN BREAK,3622 KENYON AVE,39.3192255,-76.5623999,"3622 KENYON AVE, baltimore",,,,,,,,,,,,,,,,,,
1910,1409547,1/23/25,WATER MAIN BREAK,9314 LYONSWOOD DR,39.3877404,-76.8001274,"9314 LYONSWOOD DR, baltimore",,,,,,,,,,,,,,,,,,
1911,1409562,1/23/25,WATER MAIN BREAK,BELAIR RD AND MORAVIA RD,39.29038,-76.61219,"BELAIR RD AND MORAVIA RD, baltimore",,,,,,,,,,,,,,,,,,
1912,1409571,1/23/25,WATER MAIN BREAK,2631 LEHMAN ST,39.2803764,-76.6580278,"2631 LEHMAN ST, baltimore",,,,,,,,,,,,,,,,,,
1913,1409574,1/23/25,WATER MAIN BREAK,4310 FOREST VIEW AVE,39.3502358,-76.5337157,"4310 FOREST VIEW AVE, baltimore",,,,,,,,,,,,,,,,,,
1914,1409610,1/23/25,WATER MAIN BREAK,1 SOUTH LINWOOD AVE,39.2918674,-76.5759378,"1 SOUTH LINWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1915,1409676,1/23/25,WATER MAIN BREAK,22 NORTHWOOD DR,39.4382972,-76.6226292,"22 NORTHWOOD DR, baltimore",,,,,,,,,,,,,,,,,,
1916,1409677,1/23/25,WATER MAIN BREAK,2735 GLENDALE RD,39.3785298,-76.5414782,"2735 GLENDALE RD, baltimore",,,,,,,,,,,,,,,,,,
1917,1409683,1/23/25,WATER MAIN BREAK,150 HOWARD AVE,39.2475623,-76.6624943,"150 HOWARD AVE, baltimore",,,,,,,,,,,,,,,,,,
1918,1409694,1/23/25,WATER MAIN BREAK,6721 BROMPTON RD,39.3362286,-76.7281409,"6721 BROMPTON RD, baltimore",,,,,,,,,,,,,,,,,,
1919,1409696,1/23/25,WATER MAIN BREAK,900 NORTH LEHIGH ST,39.3021294,-76.559878,"900 NORTH LEHIGH ST, baltimore",,,,,,,,,,,,,,,,,,
1920,1409747,1/23/25,WATER MAIN BREAK,1103 SOUTH KENWOOD AVE,39.2795872,-76.5766077,"1103 SOUTH KENWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1921,1409814,1/23/25,WATER MAIN BREAK,1200 SPRING AVE,39.325364,-76.502959,"1200 SPRING AVE, baltimore",,,,,,,,,,,,,,,,,,
1922,1409815,1/23/25,WATER MAIN BREAK,1115 NORTH WOODYEAR ST,39.301946,-76.6394206,"1115 NORTH WOODYEAR ST, baltimore",,,,,,,,,,,,,,,,,,
1923,1409890,1/23/25,WATER MAIN BREAK,8110 PULASKI HWY,39.3207038,-76.5086988,"8110 PULASKI HWY, baltimore",,,,,,,,,,,,,,,,,,
1924,1409892,1/23/25,WATER MAIN BREAK,255 SOUTH CONKLING ST,39.2889028,-76.5670868,"255 SOUTH CONKLING ST, baltimore",,,,,,,,,,,,,,,,,,
1925,1409897,1/23/25,WATER MAIN BREAK,304 SASSAFRAS RD,39.3065208,-76.4317075,"304 SASSAFRAS RD, baltimore",,,,,,,,,,,,,,,,,,
1926,1409899,1/23/25,WATER MAIN BREAK,728 EAST 30TH ST,39.3240062,-76.606198,"728 EAST 30TH ST, baltimore",,,,,,,,,,,,,,,,,,
1927,1409909,1/23/25,WATER MAIN BREAK,3800 MORAVIA RD,39.3369823,-76.5646187,"3800 MORAVIA RD, baltimore",,,,,,,,,,,,,,,,,,
1928,1409913,1/23/25,WATER MAIN BREAK,BRENDAN AVE MANNASOTA AVE,39.29038,-76.61219,"BRENDAN AVE MANNASOTA AVE, baltimore",,,,,,,,,,,,,,,,,,
1929,1409985,1/24/25,WATER MAIN BREAK,215 WASHINGTON AVE,39.3975695,-76.6057929,"215 WASHINGTON AVE, baltimore",,,,,,,,,,,,,,,,,,
1930,1410067,1/24/25,WATER MAIN BREAK,8753 OLD HARFORD RD,39.396606,-76.5387876,"8753 OLD HARFORD RD, baltimore",,,,,,,,,,,,,,,,,,
1931,1410086,1/24/25,WATER MAIN BREAK,4701 GATEWAY TER,39.2625439,-76.6974652,"4701 GATEWAY TER, baltimore",,,,,,,,,,,,,,,,,,
1932,1410089,1/24/25,WATER MAIN BREAK,6811 BLENHEIM RD,39.3787416,-76.6165199,"6811 BLENHEIM RD, baltimore",,,,,,,,,,,,,,,,,,
1933,1410092,1/24/25,WATER MAIN BREAK,108 SPRINGSIDE DR,39.4417873,-76.6161966,"108 SPRINGSIDE DR, baltimore",,,,,,,,,,,,,,,,,,
1934,1410095,1/24/25,WATER MAIN BREAK,7011 BRENTWOOD AVE,39.2756251,-76.5262228,"7011 BRENTWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1935,1410102,1/24/25,WATER MAIN BREAK,2026 NORTHEAST AVE,39.2355791,-76.680433,"2026 NORTHEAST AVE, baltimore",,,,,,,,,,,,,,,,,,
1936,1410103,1/24/25,WATER MAIN BREAK,1933 NORTH COLLINGTON AVE,39.3134386,-76.5873558,"1933 NORTH COLLINGTON AVE, baltimore",,,,,,,,,,,,,,,,,,
1937,1410105,1/24/25,WATER MAIN BREAK,1029 WEST LEXINGTON ST,39.2908228,-76.6348017,"1029 WEST LEXINGTON ST, baltimore",,,,,,,,,,,,,,,,,,
1938,1410118,1/24/25,WATER MAIN BREAK,2735 GLENDALE RD,39.3785298,-76.5414782,"2735 GLENDALE RD, baltimore",,,,,,,,,,,,,,,,,,
1939,1410122,1/24/25,WATER JOINT LEAK,7200 BRIDGEWOOD DR,39.2916693,-76.5252975,"7200 BRIDGEWOOD DR, baltimore",,,,,,,,,,,,,,,,,,
1940,1410145,1/24/25,WATER MAIN BREAK,533 SAINT FRANCIS RD,39.4213175,-76.5891686,"533 SAINT FRANCIS RD, baltimore",,,,,,,,,,,,,,,,,,
1941,1410153,1/24/25,WATER MAIN BREAK,817 EVESHAM AVE,39.3629143,-76.6038353,"817 EVESHAM AVE, baltimore",,,,,,,,,,,,,,,,,,
1942,1410169,1/24/25,WATER MAIN BREAK,830 SOUTH CLINTON ST,39.2825481,-76.5699264,"830 SOUTH CLINTON ST, baltimore",,,,,,,,,,,,,,,,,,
1943,1410184,1/24/25,WATER MAIN BREAK,100 OAK ST,39.2440261,-76.5128301,"100 OAK ST, baltimore",,,,,,,,,,,,,,,,,,
1944,1410192,1/24/25,WATER MAIN BREAK,6500 SANZO RD,39.3721331,-76.6927863,"6500 SANZO RD, baltimore",,,,,,,,,,,,,,,,,,
1945,1410194,1/24/25,WATER MAIN BREAK,4916 MIDWOOD AVE,39.3482674,-76.6039827,"4916 MIDWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1946,1410196,1/24/25,WATER MAIN BREAK,200 NORTH BENTALOU ST,39.2909119,-76.6534832,"200 NORTH BENTALOU ST, baltimore",,,,,,,,,,,,,,,,,,
1947,1410198,1/24/25,WATER MAIN BREAK,300 EAST 22 1 2 ST,39.29038,-76.61219,"300 EAST 22 1 2 ST, baltimore",,,,,,,,,,,,,,,,,,
1948,1410202,1/24/25,WATER MAIN BREAK,1315 LEMMON ST,39.2859148,-76.6386594,"1315 LEMMON ST, baltimore",,,,,,,,,,,,,,,,,,
1949,1410205,1/24/25,WATER MAIN BREAK,1017 SAINT PAUL ST,39.3016431,-76.6140748,"1017 SAINT PAUL ST, baltimore",,,,,,,,,,,,,,,,,,
1950,1410208,1/24/25,WATER MAIN BREAK,4700 WRENWOOD AVE,39.344449,-76.6068212,"4700 WRENWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1951,1410212,1/24/25,WATER MAIN BREAK,4095 HARFORD RD,39.3352093,-76.5753783,"4095 HARFORD RD, baltimore",,,,,,,,,,,,,,,,,,
1952,1410216,1/24/25,WATER MAIN BREAK,EAST COLD SPRING LANE AND KERNWOOD AVE,39.29038,-76.61219,"EAST COLD SPRING LANE AND KERNWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1953,1410250,1/25/25,WATER MAIN BREAK,2601 CECIL AVE 21218,39.3202292,-76.5984513,"2601 CECIL AVE 21218, baltimore",,,,,,,,,,,,,,,,,,
1954,1410255,1/25/25,WATER MAIN BREAK,18 ADMIRAL BLVD,39.2599543,-76.5232787,"18 ADMIRAL BLVD, baltimore",,,,,,,,,,,,,,,,,,
1955,1410263,1/25/25,WATER MAIN BREAK,3223 ORLANDO AVE,39.364748,-76.5419443,"3223 ORLANDO AVE, baltimore",,,,,,,,,,,,,,,,,,
1956,1410272,1/25/25,WATER MAIN BREAK,7202 KIMMEL AVE,39.2766589,-76.514589,"7202 KIMMEL AVE, baltimore",,,,,,,,,,,,,,,,,,
1957,1410279,1/25/25,WATER MAIN BREAK,2525 GLENCOE RD,39.3710852,-76.5559444,"2525 GLENCOE RD, baltimore",,,,,,,,,,,,,,,,,,
1958,1410292,1/25/25,WATER MAIN BREAK,432 BLOOMSBURY AVE,39.2603553,-76.7325594,"432 BLOOMSBURY AVE, baltimore",,,,,,,,,,,,,,,,,,
