"","workorderid","date","description","address","details","address1"
"1664","1407761","1/17/2025","WATER MAIN BREAK","1012 SMOKE TREE RD","yes","1012 SMOKE TREE RD, baltimore"
"1665","1407778","1/18/2025","WATER MAIN BREAK","5320 BEAUFORT AVE","yes","5320 BEAUFORT AVE, baltimore"
"1666","1407792","1/18/2025","WATER MAIN BREAK","13 AUSTIN RD","yes","13 AUSTIN RD, baltimore"
"1667","1407793","1/18/2025","WATER MAIN BREAK","5508 PLAINFIELD AVE","yes","5508 PLAINFIELD AVE, baltimore"
"1668","1407824","1/18/2025","WATER MAIN BREAK","715 50TH ST","yes","715 50TH ST, baltimore"
"1669","1407834","1/18/2025","WATER MAIN BREAK","2230 BANK ST","yes","2230 BANK ST, baltimore"
"1670","1407836","1/18/2025","WATER MAIN BREAK","4211 GRACE CT","yes","4211 GRACE CT, baltimore"
"1671","1407845","1/18/2025","WATER MAIN BREAK","6903 BIRDWOOD AVE","yes","6903 BIRDWOOD AVE, baltimore"
"1672","1408097","1/18/2025","WATER MAIN BREAK","369 STILLWATER RD","yes","369 STILLWATER RD, baltimore"
"1673","1408099","1/18/2025","WATER MAIN BREAK","2 NORTH CULVER ST","yes","2 NORTH CULVER ST, baltimore"
"1674","1408110","1/18/2025","WATER MAIN BREAK","4502 POPLAR AVE","yes","4502 POPLAR AVE, baltimore"
"1675","1408131","1/18/2025","WATER MAIN BREAK","8719 BAKER AVE","yes","8719 BAKER AVE, baltimore"
"1676","1408132","1/19/2025","WATER MAIN BREAK","3318 SUMMIT AVE","yes","3318 SUMMIT AVE, baltimore"
"1677","1408136","1/19/2025","WATER MAIN BREAK","1700 EUTAW PL","yes","1700 EUTAW PL, baltimore"
"1678","1408196","1/19/2025","WATER MAIN BREAK","3700 MANNASOTA AVE","yes","3700 MANNASOTA AVE, baltimore"
"1679","1408207","1/19/2025","WATER MAIN BREAK","800 SOUTH QUAIL ST","yes","800 SOUTH QUAIL ST, baltimore"
"1680","1408208","1/19/2025","WATER MAIN BREAK","336 SAVANNAH RD","yes","336 SAVANNAH RD, baltimore"
"1681","1408220","1/19/2025","WATER MAIN BREAK","3202 OVERLAND AVE","yes","3202 OVERLAND AVE, baltimore"
"1682","1408224","1/19/2025","WATER MAIN BREAK","1807 DUNDALK AVE","yes","1807 DUNDALK AVE, baltimore"
"1683","1408243","1/19/2025","WATER MAIN BREAK","5305 HARFORD RD","yes","5305 HARFORD RD, baltimore"
"1684","1408499","1/20/2025","WATER MAIN BREAK","2814 CARROLL ST","yes","2814 CARROLL ST, baltimore"
"1685","1408500","1/20/2025","WATER MAIN BREAK","3036 ELIZABETH AVE","yes","3036 ELIZABETH AVE, baltimore"
"1686","1408503","1/20/2025","WATER MAIN BREAK","507 WOODBINE AVE","yes","507 WOODBINE AVE, baltimore"
"1687","1408504","1/20/2025","WATER MAIN BREAK","1850 WEST BALTIMORE ST","yes","1850 WEST BALTIMORE ST, baltimore"
"1688","1408507","1/20/2025","WATER MAIN BREAK","3325 SPAULDING AVE","yes","3325 SPAULDING AVE, baltimore"
"1689","1408508","1/20/2025","WATER MAIN BREAK","6 KELBARK CT","yes","6 KELBARK CT, baltimore"
"1690","1408770","1/20/2025","WATER MAIN BREAK","8103 ELEANOR TER","yes","8103 ELEANOR TER, baltimore"
"1691","1408779","1/20/2025","WATER MAIN BREAK","3006 GIBBONS AVE","yes","3006 GIBBONS AVE, baltimore"
"1692","1408780","1/20/2025","WATER MAIN BREAK","2401 CHESTERFIELD AVE","yes","2401 CHESTERFIELD AVE, baltimore"
"1693","1408805","1/20/2025","WATER MAIN BREAK","5720 CLOVER RD","yes","5720 CLOVER RD, baltimore"
"1694","1408810","1/20/2025","WATER MAIN BREAK","1 B MCCORMICK AVE","yes","1 B MCCORMICK AVE, baltimore"
"1695","1408815","1/20/2025","WATER MAIN BREAK","5425 BELLE VISTA AVE","yes","5425 BELLE VISTA AVE, baltimore"
"1696","1408830","1/20/2025","WATER MAIN BREAK","1307 WESTELLEN RD","yes","1307 WESTELLEN RD, baltimore"
"1697","1408831","1/20/2025","WATER MAIN BREAK","12 OLD SPRING CT","yes","12 OLD SPRING CT, baltimore"
"1698","1408832","1/20/2025","WATER MAIN BREAK","8251 BRATTLE RD","yes","8251 BRATTLE RD, baltimore"
"1699","1408837","1/20/2025","WATER MAIN BREAK","107 CALLENDAR ST","yes","107 CALLENDAR ST, baltimore"
"1700","1408878","1/21/2025","WATER JOINT LEAK","1204 ARGONNE DR","yes","1204 ARGONNE DR, baltimore"
"1701","1408900","1/21/2025","WATER MAIN BREAK","1229 SPRING AVE","yes","1229 SPRING AVE, baltimore"
"1702","1408909","1/21/2025","WATER MAIN BREAK","1234 KAHLER AVE","yes","1234 KAHLER AVE, baltimore"
"1703","1408927","1/21/2025","WATER MAIN BREAK","5708 NEWHOLME AVE","yes","5708 NEWHOLME AVE, baltimore"
"1704","1408935","1/21/2025","WATER MAIN BREAK","600 SANDALWOOD RD","yes","600 SANDALWOOD RD, baltimore"
"1705","1408985","1/21/2025","WATER JOINT LEAK","1029 WEST LEXINGTON ST","yes","1029 WEST LEXINGTON ST, baltimore"
"1706","1409030","1/21/2025","WATER MAIN BREAK","3159 BAYBRIAR RD","yes","3159 BAYBRIAR RD, baltimore"
"1707","1409039","1/21/2025","WATER MAIN BREAK","3 YORK MILLS CT","yes","3 YORK MILLS CT, baltimore"
"1708","1409054","1/21/2025","WATER JOINT LEAK","1931 WEST FAYETTE ST","yes","1931 WEST FAYETTE ST, baltimore"
"1709","1409104","1/21/2025","WATER MAIN BREAK","1203 SOUTH HIGHLAND AVE","yes","1203 SOUTH HIGHLAND AVE, baltimore"
"1710","1409132","1/22/2025","WATER MAIN BREAK","2326 IVY AVE","yes","2326 IVY AVE, baltimore"
"1711","1409141","1/22/2025","WATER MAIN BREAK","4312 FOREST VIEW AVE","yes","4312 FOREST VIEW AVE, baltimore"
"1712","1409143","1/22/2025","WATER MAIN BREAK","3435 DUDLEY AVE","yes","3435 DUDLEY AVE, baltimore"
"1713","1409158","1/22/2025","WATER JOINT LEAK","134 SOUTH PATTERSON PARK AVE","yes","134 SOUTH PATTERSON PARK AVE, baltimore"
"1714","1409234","1/22/2025","WATER MAIN BREAK","3319 BLK PULASKI HWY","yes","3319 BLK PULASKI HWY, baltimore"
"1715","1409252","1/22/2025","WATER MAIN BREAK","3820 3RD ST","yes","3820 3RD ST, baltimore"
"1716","1409302","1/22/2025","WATER MAIN BREAK","3600 DUDLEY AVE","yes","3600 DUDLEY AVE, baltimore"
"1717","1409314","1/22/2025","WATER JOINT LEAK","213 SOUTH COLLINGTON AVE","yes","213 SOUTH COLLINGTON AVE, baltimore"
"1718","1409423","1/22/2025","WATER JOINT LEAK","364 STILLWATER RD","yes","364 STILLWATER RD, baltimore"
"1719","1409467","1/22/2025","WATER MAIN BREAK","51 KANE ST","yes","51 KANE ST, baltimore"
"1720","1409469","1/22/2025","WATER MAIN BREAK","21 BELINDA AVE","yes","21 BELINDA AVE, baltimore"
"1721","1409480","1/22/2025","WATER MAIN BREAK","7200 BRIDGEWOOD DR","yes","7200 BRIDGEWOOD DR, baltimore"
"1722","1409489","1/22/2025","WATER MAIN BREAK","1829 NORTH DALLAS ST","yes","1829 NORTH DALLAS ST, baltimore"
"1723","1409507","1/22/2025","WATER MAIN BREAK","299 EYRING AVE","yes","299 EYRING AVE, baltimore"
"1724","1409528","1/23/2025","WATER MAIN BREAK","3114 REMINGTON AVE","yes","3114 REMINGTON AVE, baltimore"
"1725","1409530","1/23/2025","WATER MAIN BREAK","3916 CHAFFEY RD","yes","3916 CHAFFEY RD, baltimore"
"1726","1409534","1/23/2025","WATER MAIN BREAK","3622 KENYON AVE","yes","3622 KENYON AVE, baltimore"
"1727","1409547","1/23/2025","WATER MAIN BREAK","9314 LYONSWOOD DR","yes","9314 LYONSWOOD DR, baltimore"
"1728","1409571","1/23/2025","WATER MAIN BREAK","2631 LEHMAN ST","yes","2631 LEHMAN ST, baltimore"
"1729","1409574","1/23/2025","WATER MAIN BREAK","4310 FOREST VIEW AVE","yes","4310 FOREST VIEW AVE, baltimore"
"1730","1409610","1/23/2025","WATER MAIN BREAK","1 SOUTH LINWOOD AVE","yes","1 SOUTH LINWOOD AVE, baltimore"
"1731","1409676","1/23/2025","WATER MAIN BREAK","22 NORTHWOOD DR","yes","22 NORTHWOOD DR, baltimore"
"1732","1409677","1/23/2025","WATER MAIN BREAK","2735 GLENDALE RD","yes","2735 GLENDALE RD, baltimore"
"1733","1409683","1/23/2025","WATER MAIN BREAK","150 HOWARD AVE","yes","150 HOWARD AVE, baltimore"
"1734","1409694","1/23/2025","WATER MAIN BREAK","6721 BROMPTON RD","yes","6721 BROMPTON RD, baltimore"
"1735","1409696","1/23/2025","WATER MAIN BREAK","900 NORTH LEHIGH ST","yes","900 NORTH LEHIGH ST, baltimore"
"1736","1409747","1/23/2025","WATER MAIN BREAK","1103 SOUTH KENWOOD AVE","yes","1103 SOUTH KENWOOD AVE, baltimore"
"1737","1409814","1/23/2025","WATER MAIN BREAK","1200 SPRING AVE","yes","1200 SPRING AVE, baltimore"
"1738","1409815","1/23/2025","WATER MAIN BREAK","1115 NORTH WOODYEAR ST","yes","1115 NORTH WOODYEAR ST, baltimore"
"1739","1409890","1/23/2025","WATER MAIN BREAK","8110 PULASKI HWY","yes","8110 PULASKI HWY, baltimore"
"1740","1409892","1/23/2025","WATER MAIN BREAK","255 SOUTH CONKLING ST","yes","255 SOUTH CONKLING ST, baltimore"
"1741","1409897","1/23/2025","WATER MAIN BREAK","304 SASSAFRAS RD","yes","304 SASSAFRAS RD, baltimore"
"1742","1409899","1/23/2025","WATER MAIN BREAK","728 EAST 30TH ST","yes","728 EAST 30TH ST, baltimore"
"1743","1409909","1/23/2025","WATER MAIN BREAK","3800 MORAVIA RD","yes","3800 MORAVIA RD, baltimore"
"1744","1409985","1/24/2025","WATER MAIN BREAK","215 WASHINGTON AVE","yes","215 WASHINGTON AVE, baltimore"
"1745","1410067","1/24/2025","WATER MAIN BREAK","8753 OLD HARFORD RD","yes","8753 OLD HARFORD RD, baltimore"
"1746","1410086","1/24/2025","WATER MAIN BREAK","4701 GATEWAY TER","yes","4701 GATEWAY TER, baltimore"
"1747","1410089","1/24/2025","WATER MAIN BREAK","6811 BLENHEIM RD","yes","6811 BLENHEIM RD, baltimore"
"1748","1410092","1/24/2025","WATER MAIN BREAK","108 SPRINGSIDE DR","yes","108 SPRINGSIDE DR, baltimore"
"1749","1410095","1/24/2025","WATER MAIN BREAK","7011 BRENTWOOD AVE","yes","7011 BRENTWOOD AVE, baltimore"
"1750","1410102","1/24/2025","WATER MAIN BREAK","2026 NORTHEAST AVE","yes","2026 NORTHEAST AVE, baltimore"
"1751","1410103","1/24/2025","WATER MAIN BREAK","1933 NORTH COLLINGTON AVE","yes","1933 NORTH COLLINGTON AVE, baltimore"
"1752","1410105","1/24/2025","WATER MAIN BREAK","1029 WEST LEXINGTON ST","yes","1029 WEST LEXINGTON ST, baltimore"
"1753","1410118","1/24/2025","WATER MAIN BREAK","2735 GLENDALE RD","yes","2735 GLENDALE RD, baltimore"
"1754","1410122","1/24/2025","WATER JOINT LEAK","7200 BRIDGEWOOD DR","yes","7200 BRIDGEWOOD DR, baltimore"
"1755","1410145","1/24/2025","WATER MAIN BREAK","533 SAINT FRANCIS RD","yes","533 SAINT FRANCIS RD, baltimore"
"1756","1410153","1/24/2025","WATER MAIN BREAK","817 EVESHAM AVE","yes","817 EVESHAM AVE, baltimore"
"1757","1410169","1/24/2025","WATER MAIN BREAK","830 SOUTH CLINTON ST","yes","830 SOUTH CLINTON ST, baltimore"
"1758","1410184","1/24/2025","WATER MAIN BREAK","100 OAK ST","yes","100 OAK ST, baltimore"
"1759","1410192","1/24/2025","WATER MAIN BREAK","6500 SANZO RD","yes","6500 SANZO RD, baltimore"
"1760","1410194","1/24/2025","WATER MAIN BREAK","4916 MIDWOOD AVE","yes","4916 MIDWOOD AVE, baltimore"
"1761","1410196","1/24/2025","WATER MAIN BREAK","200 NORTH BENTALOU ST","yes","200 NORTH BENTALOU ST, baltimore"
"1762","1410198","1/24/2025","WATER MAIN BREAK","300 EAST 22 1 2 ST","yes","300 EAST 22 1 2 ST, baltimore"
"1763","1410202","1/24/2025","WATER MAIN BREAK","1315 LEMMON ST","yes","1315 LEMMON ST, baltimore"
"1764","1410205","1/24/2025","WATER MAIN BREAK","1017 SAINT PAUL ST","yes","1017 SAINT PAUL ST, baltimore"
"1765","1410208","1/24/2025","WATER MAIN BREAK","4700 WRENWOOD AVE","yes","4700 WRENWOOD AVE, baltimore"
"1766","1410212","1/24/2025","WATER MAIN BREAK","4095 HARFORD RD","yes","4095 HARFORD RD, baltimore"
"1767","1410250","1/25/2025","WATER MAIN BREAK","2601 CECIL AVE 21218","yes","2601 CECIL AVE 21218, baltimore"
"1768","1410255","1/25/2025","WATER MAIN BREAK","18 ADMIRAL BLVD","yes","18 ADMIRAL BLVD, baltimore"
"1769","1410263","1/25/2025","WATER MAIN BREAK","3223 ORLANDO AVE","yes","3223 ORLANDO AVE, baltimore"
"1770","1410272","1/25/2025","WATER MAIN BREAK","7202 KIMMEL AVE","yes","7202 KIMMEL AVE, baltimore"
"1771","1410279","1/25/2025","WATER MAIN BREAK","2525 GLENCOE RD","yes","2525 GLENCOE RD, baltimore"
"1772","1410292","1/25/2025","WATER MAIN BREAK","432 BLOOMSBURY AVE","yes","432 BLOOMSBURY AVE, baltimore"
"1773","1410295","1/25/2025","WATER MAIN BREAK","3504 KESWICK RD","yes","3504 KESWICK RD, baltimore"
"1774","1410300","1/25/2025","WATER MAIN BREAK","6616 BOWMAN HILL DR","yes","6616 BOWMAN HILL DR, baltimore"
"1775","1410325","1/25/2025","WATER MAIN BREAK","1339 LINCOLN WOODS DR","yes","1339 LINCOLN WOODS DR, baltimore"
"1776","1410328","1/25/2025","WATER MAIN BREAK","8234 DUNDALK AVE","yes","8234 DUNDALK AVE, baltimore"
"1777","1410338","1/25/2025","WATER MAIN BREAK","5114 SHELBOURNE RD","yes","5114 SHELBOURNE RD, baltimore"
"1778","1410342","1/25/2025","WATER MAIN BREAK","351 SOUTH RD","yes","351 SOUTH RD, baltimore"
"1779","1410360","1/25/2025","WATER MAIN BREAK","1432 EAST LANVALE ST","yes","1432 EAST LANVALE ST, baltimore"
"1780","1410362","1/25/2025","WATER MAIN BREAK","2307 WEATHERVANE GRTH","yes","2307 WEATHERVANE GRTH, baltimore"
"1781","1410365","1/25/2025","WATER MAIN BREAK","1500 FRIENDSHIP ST","yes","1500 FRIENDSHIP ST, baltimore"
"1782","1410366","1/25/2025","WATER MAIN BREAK","1127 BLK HALL AL","yes","1127 BLK HALL AL, baltimore"
"1783","1410372","1/25/2025","WATER MAIN BREAK","1808 EAST LOMBARD ST","yes","1808 EAST LOMBARD ST, baltimore"
"1784","1410373","1/25/2025","WATER MAIN BREAK","950 SEAGULL AVE","yes","950 SEAGULL AVE, baltimore"
"1785","1410403","1/25/2025","WATER MAIN BREAK","403 NORTH CHAPEL ST","yes","403 NORTH CHAPEL ST, baltimore"
"1786","1410405","1/25/2025","WATER MAIN BREAK","413 NORTH WASHINGTON ST","yes","413 NORTH WASHINGTON ST, baltimore"
"1787","1410407","1/25/2025","WATER MAIN BREAK","2 TROON CT","yes","2 TROON CT, baltimore"
"1788","1410412","1/25/2025","WATER MAIN BREAK","109 EAST CROSS ST","yes","109 EAST CROSS ST, baltimore"
"1789","1410421","1/25/2025","WATER MAIN BREAK","715 NORTH PORT ST","yes","715 NORTH PORT ST, baltimore"
"1790","1410423","1/25/2025","WATER MAIN BREAK","1930 EASTFIELD RD","yes","1930 EASTFIELD RD, baltimore"
"1791","1410427","1/25/2025","WATER MAIN BREAK","4803 TRUESDALE AVE","yes","4803 TRUESDALE AVE, baltimore"
"1792","1410443","1/25/2025","WATER MAIN BREAK","6117 STANTON AVE","yes","6117 STANTON AVE, baltimore"
"1793","1410446","1/25/2025","WATER MAIN BREAK","5547 ASHBOURNE RD","yes","5547 ASHBOURNE RD, baltimore"
"1794","1410456","1/25/2025","WATER MAIN BREAK","3012 EVERGREEN AVE","yes","3012 EVERGREEN AVE, baltimore"
"1795","1410458","1/25/2025","WATER MAIN BREAK","427 WOODBINE AVE","yes","427 WOODBINE AVE, baltimore"
"1796","1410464","1/25/2025","WATER MAIN BREAK","3500 DENNLYN RD","yes","3500 DENNLYN RD, baltimore"
"1797","1410467","1/25/2025","WATER MAIN BREAK","710 DRUID HILL AVE","yes","710 DRUID HILL AVE, baltimore"
"1798","1410468","1/25/2025","WATER MAIN BREAK","3709 HILLSDALE RD","yes","3709 HILLSDALE RD, baltimore"
"1799","1410479","1/26/2025","WATER MAIN BREAK","1394 WEST NORTH AVE","yes","1394 WEST NORTH AVE, baltimore"
"1800","1410480","1/26/2025","WATER MAIN BREAK","2102 KALB MANOR RD","yes","2102 KALB MANOR RD, baltimore"
"1801","1410481","1/26/2025","WATER MAIN BREAK","2956 MANNS AVE","yes","2956 MANNS AVE, baltimore"
"1802","1410482","1/26/2025","WATER MAIN BREAK","7 TROON CT","yes","7 TROON CT, baltimore"
"1803","1410485","1/26/2025","WATER MAIN BREAK","100 MCMECHAN ST","yes","100 MCMECHAN ST, baltimore"
"1804","1410490","1/26/2025","WATER MAIN BREAK","7400 HAMMOND RD","yes","7400 HAMMOND RD, baltimore"
"1805","1410501","1/26/2025","WATER MAIN BREAK","4623 ARABIA AVE","yes","4623 ARABIA AVE, baltimore"
"1806","1410508","1/26/2025","WATER MAIN BREAK","1618 PARK AVE","yes","1618 PARK AVE, baltimore"
"1807","1410510","1/26/2025","WATER MAIN BREAK","103 SOUTH REGESTER ST","yes","103 SOUTH REGESTER ST, baltimore"
"1808","1410518","1/26/2025","WATER MAIN BREAK","8807 LIBERTY RD","yes","8807 LIBERTY RD, baltimore"
"1809","1410522","1/26/2025","WATER MAIN BREAK","6105 BIRCHWOOD AVE","yes","6105 BIRCHWOOD AVE, baltimore"
"1810","1410537","1/26/2025","WATER MAIN BREAK","10 EUGENE AVE","yes","10 EUGENE AVE, baltimore"
"1811","1410548","1/26/2025","WATER MAIN BREAK","4 ENJAY AVE","yes","4 ENJAY AVE, baltimore"
"1812","1410551","1/26/2025","WATER MAIN BREAK","1500 EAST HOMBERG AVE","yes","1500 EAST HOMBERG AVE, baltimore"
"1813","1410555","1/26/2025","WATER MAIN BREAK","4948 SILVER SPRING RD","yes","4948 SILVER SPRING RD, baltimore"
"1814","1410557","1/26/2025","WATER MAIN BREAK","1315 GATEFIELD RD","yes","1315 GATEFIELD RD, baltimore"
"1815","1410562","1/26/2025","WATER MAIN BREAK","1210 ELSING RD","yes","1210 ELSING RD, baltimore"
"1816","1410565","1/26/2025","WATER MAIN BREAK","255 SOUTH CONKLING ST","yes","255 SOUTH CONKLING ST, baltimore"
"1817","1410579","1/26/2025","WATER MAIN BREAK","317 TRAPPE RD","yes","317 TRAPPE RD, baltimore"
"1818","1410584","1/26/2025","WATER MAIN BREAK","884 WEST LOMBARD ST","yes","884 WEST LOMBARD ST, baltimore"
"1819","1410586","1/26/2025","WATER MAIN BREAK","1112 GITTINGS AVE","yes","1112 GITTINGS AVE, baltimore"
"1820","1410588","1/26/2025","WATER MAIN BREAK","4300 SEIDEL AVE","yes","4300 SEIDEL AVE, baltimore"
"1821","1410591","1/26/2025","WATER MAIN BREAK","3810 BIRCHVIEW AVE","yes","3810 BIRCHVIEW AVE, baltimore"
"1822","1410596","1/26/2025","WATER MAIN BREAK","722 SOUTH ROSE ST","yes","722 SOUTH ROSE ST, baltimore"
"1823","1410599","1/26/2025","WATER MAIN BREAK","726 EAST LAKE AVE","yes","726 EAST LAKE AVE, baltimore"
"1824","1410612","1/26/2025","WATER MAIN BREAK","6525 GOLDEN RING RD","yes","6525 GOLDEN RING RD, baltimore"
"1825","1410621","1/26/2025","WATER MAIN BREAK","519 CAMPBELLS LN","yes","519 CAMPBELLS LN, baltimore"
"1826","1410629","1/26/2025","WATER MAIN BREAK","1739 EAST OLIVER ST","yes","1739 EAST OLIVER ST, baltimore"
"1827","1410642","1/27/2025","WATER JOINT LEAK","7006 BRENTWOOD AVE","yes","7006 BRENTWOOD AVE, baltimore"
"1828","1410665","1/27/2025","WATER MAIN BREAK","2347 WEST LEXINGTON ST","yes","2347 WEST LEXINGTON ST, baltimore"
"1829","1410672","1/27/2025","WATER MAIN BREAK","2125 NORTH PULASKI ST","yes","2125 NORTH PULASKI ST, baltimore"
"1830","1410676","1/27/2025","WATER MAIN BREAK","1203 NORTH POTOMAC ST","yes","1203 NORTH POTOMAC ST, baltimore"
"1831","1410697","1/27/2025","WATER MAIN BREAK","2159 BLK CHELSEA TER","yes","2159 BLK CHELSEA TER, baltimore"
"1832","1410703","1/27/2025","WATER MAIN BREAK","4128 WESTCHESTER RD","yes","4128 WESTCHESTER RD, baltimore"
"1833","1410742","1/27/2025","WATER MAIN BREAK","7326 NORTH DAKOTA AVE","yes","7326 NORTH DAKOTA AVE, baltimore"
"1834","1410745","1/27/2025","WATER MAIN BREAK","7620 MARS AVE","yes","7620 MARS AVE, baltimore"
"1835","1410752","1/27/2025","WATER JOINT LEAK","884 WEST LOMBARD ST","yes","884 WEST LOMBARD ST, baltimore"
"1836","1410822","1/27/2025","WATER JOINT LEAK","837 WEST 35TH ST","yes","837 WEST 35TH ST, baltimore"
"1837","1410827","1/27/2025","WATER MAIN BREAK","7300 OLD HARFORD RD","yes","7300 OLD HARFORD RD, baltimore"
"1838","1410872","1/27/2025","WATER MAIN BREAK","300 SOUTH RD","yes","300 SOUTH RD, baltimore"
"1839","1410879","1/27/2025","WATER MAIN BREAK","6900 FIELDCREST RD","yes","6900 FIELDCREST RD, baltimore"
"1840","1410891","1/27/2025","WATER MAIN BREAK","2319 AISQUITH ST","yes","2319 AISQUITH ST, baltimore"
"1841","1410896","1/27/2025","WATER MAIN BREAK","706 MORRIS AVE","yes","706 MORRIS AVE, baltimore"
"1842","1410902","1/27/2025","WATER MAIN BREAK","202 WEST FAYETTE ST","yes","202 WEST FAYETTE ST, baltimore"
"1843","1410905","1/27/2025","WATER MAIN BREAK","12 OAK HOLLOW CT AND GARRISON FARMS RD","yes","12 OAK HOLLOW CT AND GARRISON FARMS RD, baltimore"
"1844","1410913","1/27/2025","WATER MAIN BREAK","6903 GUNDER AVE","yes","6903 GUNDER AVE, baltimore"
"1845","1410963","1/27/2025","WATER MAIN BREAK","515 EAST JEFFREY ST","yes","515 EAST JEFFREY ST, baltimore"
"1846","1410981","1/27/2025","WATER MAIN BREAK","6 MARBLEDALE CT","yes","6 MARBLEDALE CT, baltimore"
"1847","1410982","1/27/2025","WATER MAIN BREAK","7110 RIVER DRIVE RD","yes","7110 RIVER DRIVE RD, baltimore"
"1848","1410987","1/27/2025","WATER MAIN BREAK","3209 MORAVIA RD","yes","3209 MORAVIA RD, baltimore"
"1849","1410988","1/27/2025","WATER MAIN BREAK","8502 VALLEYFIELD RD","yes","8502 VALLEYFIELD RD, baltimore"
"1850","1410994","1/27/2025","WATER MAIN BREAK","3869 LYNDALE AVE","yes","3869 LYNDALE AVE, baltimore"
"1851","1410997","1/27/2025","WATER MAIN BREAK","4 PICKFORD CT","yes","4 PICKFORD CT, baltimore"
"1852","1411005","1/27/2025","WATER MAIN BREAK","1618 HARDWICK RD","yes","1618 HARDWICK RD, baltimore"
"1853","1411009","1/27/2025","WATER MAIN BREAK","2802 MCCOMAS AVE","yes","2802 MCCOMAS AVE, baltimore"
"1854","1411011","1/27/2025","WATER MAIN BREAK","4219 NORTH POINT RD","yes","4219 NORTH POINT RD, baltimore"
"1855","1411012","1/27/2025","WATER MAIN BREAK","2415 CIDER MILL RD","yes","2415 CIDER MILL RD, baltimore"
"1856","1411015","1/27/2025","WATER MAIN BREAK","1208 WASHINGTON BLVD","yes","1208 WASHINGTON BLVD, baltimore"
"1857","1411016","1/28/2025","WATER MAIN BREAK","2835 BLK SISSON ST","yes","2835 BLK SISSON ST, baltimore"
"1858","1411027","1/28/2025","WATER MAIN BREAK","2516 SYCAMORE AVE","yes","2516 SYCAMORE AVE, baltimore"
"1859","1411035","1/28/2025","WATER MAIN BREAK","4206 WHITE AVE","yes","4206 WHITE AVE, baltimore"
"1860","1411124","1/28/2025","WATER MAIN BREAK","800 HARGROVE ALY","yes","800 HARGROVE ALY, baltimore"
"1861","1411151","1/28/2025","WATER MAIN BREAK","539 NORTH DEAN ST","yes","539 NORTH DEAN ST, baltimore"
"1862","1411167","1/28/2025","WATER MAIN BREAK","1029 BLK WEST LEXINGTON ST","yes","1029 BLK WEST LEXINGTON ST, baltimore"
"1863","1411186","1/28/2025","WATER JOINT LEAK","2206 OXEYE RD","yes","2206 OXEYE RD, baltimore"
"1864","1411196","1/28/2025","WATER MAIN BREAK","2002 OAKLAND RD","yes","2002 OAKLAND RD, baltimore"
"1865","1411246","1/28/2025","WATER MAIN BREAK","7023 QUEEN ANNE RD","yes","7023 QUEEN ANNE RD, baltimore"
"1866","1411322","1/28/2025","WATER JOINT LEAK","2545 KIRK AVE","yes","2545 KIRK AVE, baltimore"
"1867","1411333","1/28/2025","WATER JOINT LEAK","7619 MARS AVE","yes","7619 MARS AVE, baltimore"
"1868","1411392","1/28/2025","WATER MAIN BREAK","2023 PRESSTMAN ST","yes","2023 PRESSTMAN ST, baltimore"
"1869","1411398","1/28/2025","WATER MAIN BREAK","1355 ANDRE ST","yes","1355 ANDRE ST, baltimore"
"1870","1411401","1/28/2025","WATER MAIN BREAK","5217 FLORENCE AVE","yes","5217 FLORENCE AVE, baltimore"
"1871","1411415","1/28/2025","WATER MAIN BREAK","1205 WINE SPRING LN","yes","1205 WINE SPRING LN, baltimore"
"1872","1411418","1/28/2025","WATER MAIN BREAK","2408 BAKER ST","yes","2408 BAKER ST, baltimore"
"1873","1411420","1/28/2025","WATER MAIN BREAK","206 HELENA RD","yes","206 HELENA RD, baltimore"
"1874","1411423","1/28/2025","WATER MAIN BREAK","4000 WOODHAVEN AVE","yes","4000 WOODHAVEN AVE, baltimore"
"1875","1411424","1/28/2025","WATER MAIN BREAK","500 HOLLEN RD","yes","500 HOLLEN RD, baltimore"
"1876","1411435","1/28/2025","WATER MAIN BREAK","11 BRADBURY RD","yes","11 BRADBURY RD, baltimore"
"1877","1411439","1/28/2025","WATER MAIN BREAK","1310 WESTELLEN RD","yes","1310 WESTELLEN RD, baltimore"
"1878","1411442","1/28/2025","WATER MAIN BREAK","2710 WALBROOK AVE","yes","2710 WALBROOK AVE, baltimore"
"1879","1411443","1/28/2025","WATER MAIN BREAK","9839 TOLWORTH CIR","yes","9839 TOLWORTH CIR, baltimore"
"1880","1411448","1/28/2025","WATER MAIN BREAK","106 CHURCHWARDENS RD","yes","106 CHURCHWARDENS RD, baltimore"
"1881","1411450","1/28/2025","WATER MAIN BREAK","1822 FAIRBANK RD","yes","1822 FAIRBANK RD, baltimore"
"1882","1411534","1/29/2025","WATER MAIN BREAK","5725 GOVANE AVE","yes","5725 GOVANE AVE, baltimore"
"1883","1411546","1/29/2025","WATER MAIN BREAK","444 ROSEBANK AVE","yes","444 ROSEBANK AVE, baltimore"
"1884","1411604","1/29/2025","WATER MAIN BREAK","4800 HAMILTON AVE","yes","4800 HAMILTON AVE, baltimore"
"1885","1411622","1/29/2025","WATER MAIN BREAK","4420 SAINT THOMAS AVE","yes","4420 SAINT THOMAS AVE, baltimore"
"1886","1411631","1/29/2025","WATER MAIN BREAK","8841 SIGRID RD","yes","8841 SIGRID RD, baltimore"
"1887","1411644","1/29/2025","WATER MAIN BREAK","12210 WOODELVES DR","yes","12210 WOODELVES DR, baltimore"
