"","workorderid","date","description","address","address1"
"1767","1406974","1/14/2025","WATER MAIN BREAK","1900 WEST BALTIMORE ST","1900 WEST BALTIMORE ST, baltimore"
"1768","1406980","1/15/2025","WATER MAIN BREAK","801 SOUTH HIGHLAND AVE","801 SOUTH HIGHLAND AVE, baltimore"
"1769","1406984","1/15/2025","WATER MAIN BREAK","1819 DUNDALK AVE","1819 DUNDALK AVE, baltimore"
"1770","1407020","1/15/2025","WATER MAIN BREAK","EVERGREEN AVE HAMLET AVE","EVERGREEN AVE HAMLET AVE, baltimore"
"1771","1407030","1/15/2025","WATER MAIN BREAK","1201 LIMIT AVE","1201 LIMIT AVE, baltimore"
"1772","1407043","1/15/2025","WATER MAIN BREAK","4212 OVERTON AVE","4212 OVERTON AVE, baltimore"
"1773","1407055","1/15/2025","WATER MAIN BREAK","4317 SLATER AVE","4317 SLATER AVE, baltimore"
"1774","1407060","1/15/2025","WATER MAIN BREAK","3149 BAYBRIAR RD","3149 BAYBRIAR RD, baltimore"
"1775","1407061","1/15/2025","WATER MAIN BREAK","1426 SOUTH HANOVER ST","1426 SOUTH HANOVER ST, baltimore"
"1776","1407075","1/15/2025","WATER MAIN BREAK","1800 CRESTVIEW RD","1800 CRESTVIEW RD, baltimore"
"1777","1407098","1/15/2025","WATER MAIN BREAK","4238 PARKSIDE DR","4238 PARKSIDE DR, baltimore"
"1778","1407107","1/15/2025","WATER MAIN BREAK","5601 EVERHURST RD","5601 EVERHURST RD, baltimore"
"1779","1407124","1/15/2025","WATER MAIN BREAK","7923 HIGHPOINT RD","7923 HIGHPOINT RD, baltimore"
"1780","1407138","1/15/2025","WATER MAIN BREAK","7 DAKIN CT","7 DAKIN CT, baltimore"
"1781","1407163","1/15/2025","WATER MAIN BREAK","ALBAN AVE AND HAMILTON AVE","ALBAN AVE AND HAMILTON AVE, baltimore"
"1782","1407166","1/15/2025","WATER MAIN BREAK","321 HORNEL ST","321 HORNEL ST, baltimore"
"1783","1407168","1/15/2025","WATER MAIN BREAK","6306 CHARLES ST","6306 CHARLES ST, baltimore"
"1784","1407180","1/15/2025","WATER MAIN BREAK","884 WEST LOMBARD ST","884 WEST LOMBARD ST, baltimore"
"1785","1407190","1/15/2025","WATER MAIN BREAK","13012 HAREWOOD RD","13012 HAREWOOD RD, baltimore"
"1786","1407200","1/15/2025","WATER MAIN BREAK","3812 ARBUTUS AVE","3812 ARBUTUS AVE, baltimore"
"1787","1407202","1/15/2025","WATER MAIN BREAK","2655 SAINT BENEDICT ST","2655 SAINT BENEDICT ST, baltimore"
"1788","1407205","1/15/2025","WATER JOINT LEAK","3 LOCKETT CT","3 LOCKETT CT, baltimore"
"1789","1407207","1/15/2025","WATER MAIN BREAK","13 DUTTON CT","13 DUTTON CT, baltimore"
"1790","1407208","1/15/2025","WATER MAIN BREAK","2947 MALLVIEW RD","2947 MALLVIEW RD, baltimore"
"1791","1407209","1/15/2025","WATER MAIN BREAK","3918 COLBORNE RD","3918 COLBORNE RD, baltimore"
"1792","1407225","1/15/2025","WATER MAIN BREAK","829 BOYD ST","829 BOYD ST, baltimore"
"1793","1407229","1/15/2025","WATER MAIN BREAK","1617 MAPLE AVE","1617 MAPLE AVE, baltimore"
"1794","1407233","1/15/2025","WATER MAIN BREAK","1301 SOUTH CHARLES ST","1301 SOUTH CHARLES ST, baltimore"
"1795","1407235","1/15/2025","WATER MAIN BREAK","CEDONIA AVE AND FLEETWOOD AVE","CEDONIA AVE AND FLEETWOOD AVE, baltimore"
"1796","1407239","1/15/2025","WATER MAIN BREAK","CROSSWOOD AVE AND WOODLEA AVE","CROSSWOOD AVE AND WOODLEA AVE, baltimore"
"1797","1407251","1/15/2025","WATER MAIN BREAK","BEDFORD RD AND ALTER AVE","BEDFORD RD AND ALTER AVE, baltimore"
"1798","1407257","1/16/2025","WATER MAIN BREAK","531 PICCADILLY RD","531 PICCADILLY RD, baltimore"
"1799","1407259","1/16/2025","WATER MAIN BREAK","2111 STARMOUNT LN","2111 STARMOUNT LN, baltimore"
"1800","1407261","1/16/2025","WATER MAIN BREAK","29 EAST WHEELING ST","29 EAST WHEELING ST, baltimore"
"1801","1407316","1/16/2025","WATER MAIN BREAK","3510 COOLIDGE AVE","3510 COOLIDGE AVE, baltimore"
"1802","1407406","1/16/2025","WATER MAIN BREAK","RABON AVE AND LOALAN AVE","RABON AVE AND LOALAN AVE, baltimore"
"1803","1407407","1/16/2025","WATER MAIN BREAK","1447 LOWMAN AVE","1447 LOWMAN AVE, baltimore"
"1804","1407416","1/16/2025","WATER MAIN BREAK","9020 BRUNO RD","9020 BRUNO RD, baltimore"
"1805","1407464","1/16/2025","WATER MAIN BREAK","3501 ODONNELL ST","3501 ODONNELL ST, baltimore"
"1806","1407472","1/16/2025","WATER MAIN BREAK","2114 EASTERN BLVD","2114 EASTERN BLVD, baltimore"
"1807","1407479","1/16/2025","WATER MAIN BREAK","3013 ELLERSLIE AVE","3013 ELLERSLIE AVE, baltimore"
"1808","1407490","1/16/2025","WATER MAIN BREAK","846 BRADHURST RD","846 BRADHURST RD, baltimore"
"1809","1407505","1/16/2025","WATER MAIN BREAK","CROFTLEY RD AND PICKETT RD","CROFTLEY RD AND PICKETT RD, baltimore"
"1810","1407507","1/16/2025","WATER MAIN BREAK","1805 WADSWORTH WAY","1805 WADSWORTH WAY, baltimore"
"1811","1407520","1/16/2025","WATER MAIN BREAK","NICHOLAS AVE AND FINDLAY RD","NICHOLAS AVE AND FINDLAY RD, baltimore"
"1812","1407522","1/16/2025","WATER MAIN BREAK","6721 BROMPTON RD","6721 BROMPTON RD, baltimore"
"1813","1407525","1/17/2025","WATER MAIN BREAK","1300 SOUTH CHARLES SAINT BALTIMORE CITY","1300 SOUTH CHARLES SAINT BALTIMORE CITY, baltimore"
"1814","1407528","1/17/2025","WATER MAIN BREAK","DUNDALK AVE AND HOLABIRD AVE","DUNDALK AVE AND HOLABIRD AVE, baltimore"
"1815","1407534","1/17/2025","WATER MAIN BREAK","1004 CREEK ST","1004 CREEK ST, baltimore"
"1816","1407546","1/17/2025","WATER MAIN BREAK","NORTH POINT BLVD AND CARROLL AVE","NORTH POINT BLVD AND CARROLL AVE, baltimore"
"1817","1407583","1/17/2025","WATER MAIN BREAK","1616 MELBY CT","1616 MELBY CT, baltimore"
"1818","1407598","1/17/2025","WATER MAIN BREAK","1330 NORTH CAROLINE ST","1330 NORTH CAROLINE ST, baltimore"
"1819","1407622","1/17/2025","WATER MAIN BREAK","DUNDALK AVE AND HARTWAIT ST","DUNDALK AVE AND HARTWAIT ST, baltimore"
"1820","1407652","1/17/2025","WATER MAIN BREAK","7495 RABON AVE","7495 RABON AVE, baltimore"
"1821","1407662","1/17/2025","WATER MAIN BREAK","3701 CLARENELL RD","3701 CLARENELL RD, baltimore"
"1822","1407669","1/17/2025","WATER MAIN BREAK","3414 KENYON AVE","3414 KENYON AVE, baltimore"
"1823","1407673","1/17/2025","WATER MAIN BREAK","305 HOLLY MANOR RD","305 HOLLY MANOR RD, baltimore"
"1824","1407687","1/17/2025","WATER MAIN BREAK","1272 CEDARCROFT RD","1272 CEDARCROFT RD, baltimore"
"1825","1407702","1/17/2025","WATER MAIN BREAK","432 SOUTH BROADWAY ST","432 SOUTH BROADWAY ST, baltimore"
"1826","1407732","1/17/2025","WATER MAIN BREAK","2912 VIRGINIA AVE","2912 VIRGINIA AVE, baltimore"
"1827","1407739","1/17/2025","WATER MAIN BREAK","2208 OXEYE RD","2208 OXEYE RD, baltimore"
"1828","1407745","1/17/2025","WATER MAIN BREAK","4806 ARABIA AVE","4806 ARABIA AVE, baltimore"
"1829","1407746","1/17/2025","WATER MAIN BREAK","CHARINGTON RD AND HALESWORTH RD","CHARINGTON RD AND HALESWORTH RD, baltimore"
"1830","1407750","1/17/2025","WATER MAIN BREAK","3341 HISS AVE","3341 HISS AVE, baltimore"
"1831","1407753","1/17/2025","WATER MAIN BREAK","6 NORTHAMPTON RD","6 NORTHAMPTON RD, baltimore"
"1832","1407760","1/17/2025","WATER MAIN BREAK","1116 CHATTERLEIGH CIR","1116 CHATTERLEIGH CIR, baltimore"
"1833","1407761","1/17/2025","WATER MAIN BREAK","1012 SMOKE TREE RD","1012 SMOKE TREE RD, baltimore"
"1834","1407778","1/18/2025","WATER MAIN BREAK","5320 BEAUFORT AVE","5320 BEAUFORT AVE, baltimore"
"1835","1407787","1/18/2025","WATER MAIN BREAK","EAST HOMBERG AVE AND HALEY RD","EAST HOMBERG AVE AND HALEY RD, baltimore"
"1836","1407792","1/18/2025","WATER MAIN BREAK","13 AUSTIN RD","13 AUSTIN RD, baltimore"
"1837","1407793","1/18/2025","WATER MAIN BREAK","5508 PLAINFIELD AVE","5508 PLAINFIELD AVE, baltimore"
"1838","1407813","1/18/2025","WATER MAIN BREAK","IONA TERR AND WALTHER AVE","IONA TERR AND WALTHER AVE, baltimore"
"1839","1407824","1/18/2025","WATER MAIN BREAK","715 50TH ST","715 50TH ST, baltimore"
"1840","1407834","1/18/2025","WATER MAIN BREAK","2230 BANK ST","2230 BANK ST, baltimore"
"1841","1407836","1/18/2025","WATER MAIN BREAK","4211 GRACE CT","4211 GRACE CT, baltimore"
"1842","1407845","1/18/2025","WATER MAIN BREAK","6903 BIRDWOOD AVE","6903 BIRDWOOD AVE, baltimore"
"1843","1408097","1/18/2025","WATER MAIN BREAK","369 STILLWATER RD","369 STILLWATER RD, baltimore"
"1844","1408099","1/18/2025","WATER MAIN BREAK","2 NORTH CULVER ST","2 NORTH CULVER ST, baltimore"
"1845","1408110","1/18/2025","WATER MAIN BREAK","4502 POPLAR AVE","4502 POPLAR AVE, baltimore"
"1846","1408120","1/18/2025","WATER MAIN BREAK","BECKLOW AVE AND ENDSLEIGH AVE","BECKLOW AVE AND ENDSLEIGH AVE, baltimore"
"1847","1408131","1/18/2025","WATER MAIN BREAK","8719 BAKER AVE","8719 BAKER AVE, baltimore"
"1848","1408132","1/19/2025","WATER MAIN BREAK","3318 SUMMIT AVE","3318 SUMMIT AVE, baltimore"
"1849","1408136","1/19/2025","WATER MAIN BREAK","1700 EUTAW PL","1700 EUTAW PL, baltimore"
"1850","1408196","1/19/2025","WATER MAIN BREAK","3700 MANNASOTA AVE","3700 MANNASOTA AVE, baltimore"
"1851","1408200","1/19/2025","WATER MAIN BREAK","SAINT JOSEPH ST AND SOUTH CULVER ST","SAINT JOSEPH ST AND SOUTH CULVER ST, baltimore"
"1852","1408207","1/19/2025","WATER MAIN BREAK","800 SOUTH QUAIL ST","800 SOUTH QUAIL ST, baltimore"
"1853","1408208","1/19/2025","WATER MAIN BREAK","336 SAVANNAH RD","336 SAVANNAH RD, baltimore"
"1854","1408220","1/19/2025","WATER MAIN BREAK","3202 OVERLAND AVE","3202 OVERLAND AVE, baltimore"
"1855","1408224","1/19/2025","WATER MAIN BREAK","1807 DUNDALK AVE","1807 DUNDALK AVE, baltimore"
"1856","1408236","1/19/2025","WATER MAIN BREAK","EVERALL AVE AND RASPE AVE","EVERALL AVE AND RASPE AVE, baltimore"
"1857","1408243","1/19/2025","WATER MAIN BREAK","5305 HARFORD RD","5305 HARFORD RD, baltimore"
"1858","1408245","1/19/2025","WATER JOINT LEAK","FOSTER SAINT AND SOUTH BOULDIN ST","FOSTER SAINT AND SOUTH BOULDIN ST, baltimore"
"1859","1408499","1/20/2025","WATER MAIN BREAK","2814 CARROLL ST","2814 CARROLL ST, baltimore"
"1860","1408500","1/20/2025","WATER MAIN BREAK","3036 ELIZABETH AVE","3036 ELIZABETH AVE, baltimore"
"1861","1408503","1/20/2025","WATER MAIN BREAK","507 WOODBINE AVE","507 WOODBINE AVE, baltimore"
"1862","1408504","1/20/2025","WATER MAIN BREAK","1850 WEST BALTIMORE ST","1850 WEST BALTIMORE ST, baltimore"
"1863","1408507","1/20/2025","WATER MAIN BREAK","3325 SPAULDING AVE","3325 SPAULDING AVE, baltimore"
"1864","1408508","1/20/2025","WATER MAIN BREAK","6 KELBARK CT","6 KELBARK CT, baltimore"
"1865","1408770","1/20/2025","WATER MAIN BREAK","8103 ELEANOR TER","8103 ELEANOR TER, baltimore"
"1866","1408779","1/20/2025","WATER MAIN BREAK","3006 GIBBONS AVE","3006 GIBBONS AVE, baltimore"
"1867","1408780","1/20/2025","WATER MAIN BREAK","2401 CHESTERFIELD AVE","2401 CHESTERFIELD AVE, baltimore"
"1868","1408805","1/20/2025","WATER MAIN BREAK","5720 CLOVER RD","5720 CLOVER RD, baltimore"
"1869","1408810","1/20/2025","WATER MAIN BREAK","1 B MCCORMICK AVE","1 B MCCORMICK AVE, baltimore"
"1870","1408811","1/20/2025","WATER MAIN BREAK","COLVIN SAINT AND EAST LEXINGTON ST","COLVIN SAINT AND EAST LEXINGTON ST, baltimore"
"1871","1408815","1/20/2025","WATER MAIN BREAK","5425 BELLE VISTA AVE","5425 BELLE VISTA AVE, baltimore"
"1872","1408830","1/20/2025","WATER MAIN BREAK","1307 WESTELLEN RD","1307 WESTELLEN RD, baltimore"
"1873","1408831","1/20/2025","WATER MAIN BREAK","12 OLD SPRING CT","12 OLD SPRING CT, baltimore"
"1874","1408832","1/20/2025","WATER MAIN BREAK","8251 BRATTLE RD","8251 BRATTLE RD, baltimore"
"1875","1408837","1/20/2025","WATER MAIN BREAK","107 CALLENDAR ST","107 CALLENDAR ST, baltimore"
"1876","1408878","1/21/2025","WATER JOINT LEAK","1204 ARGONNE DR","1204 ARGONNE DR, baltimore"
"1877","1408900","1/21/2025","WATER MAIN BREAK","1229 SPRING AVE","1229 SPRING AVE, baltimore"
"1878","1408909","1/21/2025","WATER MAIN BREAK","1234 KAHLER AVE","1234 KAHLER AVE, baltimore"
"1879","1408927","1/21/2025","WATER MAIN BREAK","5708 NEWHOLME AVE","5708 NEWHOLME AVE, baltimore"
"1880","1408935","1/21/2025","WATER MAIN BREAK","600 SANDALWOOD RD","600 SANDALWOOD RD, baltimore"
"1881","1408985","1/21/2025","WATER JOINT LEAK","1029 WEST LEXINGTON ST","1029 WEST LEXINGTON ST, baltimore"
"1882","1409030","1/21/2025","WATER MAIN BREAK","3159 BAYBRIAR RD","3159 BAYBRIAR RD, baltimore"
"1883","1409039","1/21/2025","WATER MAIN BREAK","3 YORK MILLS CT","3 YORK MILLS CT, baltimore"
"1884","1409051","1/21/2025","WATER JOINT LEAK","GRANT SAINT AND EAST LOMBARD ST","GRANT SAINT AND EAST LOMBARD ST, baltimore"
"1885","1409054","1/21/2025","WATER JOINT LEAK","1931 WEST FAYETTE ST","1931 WEST FAYETTE ST, baltimore"
"1886","1409104","1/21/2025","WATER MAIN BREAK","1203 SOUTH HIGHLAND AVE","1203 SOUTH HIGHLAND AVE, baltimore"
"1887","1409111","1/21/2025","WATER MAIN BREAK","BREHMS LANE AND PARKSIDE DR","BREHMS LANE AND PARKSIDE DR, baltimore"
"1888","1409120","1/21/2025","WATER MAIN BREAK","MANNASOTA AVE AND PELHAM AVE","MANNASOTA AVE AND PELHAM AVE, baltimore"
"1889","1409132","1/22/2025","WATER MAIN BREAK","2326 IVY AVE","2326 IVY AVE, baltimore"
"1890","1409135","1/22/2025","WATER MAIN BREAK","MOYER AVE AND TAYLOR AVE","MOYER AVE AND TAYLOR AVE, baltimore"
"1891","1409141","1/22/2025","WATER MAIN BREAK","4312 FOREST VIEW AVE","4312 FOREST VIEW AVE, baltimore"
"1892","1409143","1/22/2025","WATER MAIN BREAK","3435 DUDLEY AVE","3435 DUDLEY AVE, baltimore"
"1893","1409147","1/22/2025","WATER MAIN BREAK","SAINT PAUL SAINT AND EAST MONUMENT ST","SAINT PAUL SAINT AND EAST MONUMENT ST, baltimore"
"1894","1409158","1/22/2025","WATER JOINT LEAK","134 SOUTH PATTERSON PARK AVE","134 SOUTH PATTERSON PARK AVE, baltimore"
"1895","1409234","1/22/2025","WATER MAIN BREAK","3319 BLK PULASKI HWY","3319 BLK PULASKI HWY, baltimore"
"1896","1409252","1/22/2025","WATER MAIN BREAK","3820 3RD ST","3820 3RD ST, baltimore"
"1897","1409302","1/22/2025","WATER MAIN BREAK","3600 DUDLEY AVE","3600 DUDLEY AVE, baltimore"
"1898","1409314","1/22/2025","WATER JOINT LEAK","213 SOUTH COLLINGTON AVE","213 SOUTH COLLINGTON AVE, baltimore"
"1899","1409423","1/22/2025","WATER JOINT LEAK","364 STILLWATER RD","364 STILLWATER RD, baltimore"
"1900","1409467","1/22/2025","WATER MAIN BREAK","51 KANE ST","51 KANE ST, baltimore"
"1901","1409469","1/22/2025","WATER MAIN BREAK","21 BELINDA AVE","21 BELINDA AVE, baltimore"
"1902","1409480","1/22/2025","WATER MAIN BREAK","7200 BRIDGEWOOD DR","7200 BRIDGEWOOD DR, baltimore"
"1903","1409489","1/22/2025","WATER MAIN BREAK","1829 NORTH DALLAS ST","1829 NORTH DALLAS ST, baltimore"
"1904","1409507","1/22/2025","WATER MAIN BREAK","299 EYRING AVE","299 EYRING AVE, baltimore"
"1905","1409511","1/22/2025","WATER MAIN BREAK","EAST NORTHERN PKWY AND CHURCHWARDENS RD","EAST NORTHERN PKWY AND CHURCHWARDENS RD, baltimore"
"1906","1409528","1/23/2025","WATER MAIN BREAK","3114 REMINGTON AVE","3114 REMINGTON AVE, baltimore"
"1907","1409530","1/23/2025","WATER MAIN BREAK","3916 CHAFFEY RD","3916 CHAFFEY RD, baltimore"
"1908","1409531","1/23/2025","WATER MAIN BREAK","PULASKI HWY AND WHITE AVE","PULASKI HWY AND WHITE AVE, baltimore"
"1909","1409534","1/23/2025","WATER MAIN BREAK","3622 KENYON AVE","3622 KENYON AVE, baltimore"
"1910","1409547","1/23/2025","WATER MAIN BREAK","9314 LYONSWOOD DR","9314 LYONSWOOD DR, baltimore"
"1911","1409562","1/23/2025","WATER MAIN BREAK","BELAIR RD AND MORAVIA RD","BELAIR RD AND MORAVIA RD, baltimore"
"1912","1409571","1/23/2025","WATER MAIN BREAK","2631 LEHMAN ST","2631 LEHMAN ST, baltimore"
"1913","1409574","1/23/2025","WATER MAIN BREAK","4310 FOREST VIEW AVE","4310 FOREST VIEW AVE, baltimore"
"1914","1409610","1/23/2025","WATER MAIN BREAK","1 SOUTH LINWOOD AVE","1 SOUTH LINWOOD AVE, baltimore"
"1915","1409676","1/23/2025","WATER MAIN BREAK","22 NORTHWOOD DR","22 NORTHWOOD DR, baltimore"
"1916","1409677","1/23/2025","WATER MAIN BREAK","2735 GLENDALE RD","2735 GLENDALE RD, baltimore"
"1917","1409683","1/23/2025","WATER MAIN BREAK","150 HOWARD AVE","150 HOWARD AVE, baltimore"
"1918","1409694","1/23/2025","WATER MAIN BREAK","6721 BROMPTON RD","6721 BROMPTON RD, baltimore"
"1919","1409696","1/23/2025","WATER MAIN BREAK","900 NORTH LEHIGH ST","900 NORTH LEHIGH ST, baltimore"
"1920","1409747","1/23/2025","WATER MAIN BREAK","1103 SOUTH KENWOOD AVE","1103 SOUTH KENWOOD AVE, baltimore"
"1921","1409814","1/23/2025","WATER MAIN BREAK","1200 SPRING AVE","1200 SPRING AVE, baltimore"
"1922","1409815","1/23/2025","WATER MAIN BREAK","1115 NORTH WOODYEAR ST","1115 NORTH WOODYEAR ST, baltimore"
"1923","1409890","1/23/2025","WATER MAIN BREAK","8110 PULASKI HWY","8110 PULASKI HWY, baltimore"
"1924","1409892","1/23/2025","WATER MAIN BREAK","255 SOUTH CONKLING ST","255 SOUTH CONKLING ST, baltimore"
"1925","1409897","1/23/2025","WATER MAIN BREAK","304 SASSAFRAS RD","304 SASSAFRAS RD, baltimore"
"1926","1409899","1/23/2025","WATER MAIN BREAK","728 EAST 30TH ST","728 EAST 30TH ST, baltimore"
"1927","1409909","1/23/2025","WATER MAIN BREAK","3800 MORAVIA RD","3800 MORAVIA RD, baltimore"
"1928","1409913","1/23/2025","WATER MAIN BREAK","BRENDAN AVE MANNASOTA AVE","BRENDAN AVE MANNASOTA AVE, baltimore"
"1929","1409985","1/24/2025","WATER MAIN BREAK","215 WASHINGTON AVE","215 WASHINGTON AVE, baltimore"
"1930","1410067","1/24/2025","WATER MAIN BREAK","8753 OLD HARFORD RD","8753 OLD HARFORD RD, baltimore"
"1931","1410086","1/24/2025","WATER MAIN BREAK","4701 GATEWAY TER","4701 GATEWAY TER, baltimore"
"1932","1410089","1/24/2025","WATER MAIN BREAK","6811 BLENHEIM RD","6811 BLENHEIM RD, baltimore"
"1933","1410092","1/24/2025","WATER MAIN BREAK","108 SPRINGSIDE DR","108 SPRINGSIDE DR, baltimore"
"1934","1410095","1/24/2025","WATER MAIN BREAK","7011 BRENTWOOD AVE","7011 BRENTWOOD AVE, baltimore"
"1935","1410102","1/24/2025","WATER MAIN BREAK","2026 NORTHEAST AVE","2026 NORTHEAST AVE, baltimore"
"1936","1410103","1/24/2025","WATER MAIN BREAK","1933 NORTH COLLINGTON AVE","1933 NORTH COLLINGTON AVE, baltimore"
"1937","1410105","1/24/2025","WATER MAIN BREAK","1029 WEST LEXINGTON ST","1029 WEST LEXINGTON ST, baltimore"
"1938","1410118","1/24/2025","WATER MAIN BREAK","2735 GLENDALE RD","2735 GLENDALE RD, baltimore"
"1939","1410122","1/24/2025","WATER JOINT LEAK","7200 BRIDGEWOOD DR","7200 BRIDGEWOOD DR, baltimore"
"1940","1410145","1/24/2025","WATER MAIN BREAK","533 SAINT FRANCIS RD","533 SAINT FRANCIS RD, baltimore"
"1941","1410153","1/24/2025","WATER MAIN BREAK","817 EVESHAM AVE","817 EVESHAM AVE, baltimore"
"1942","1410169","1/24/2025","WATER MAIN BREAK","830 SOUTH CLINTON ST","830 SOUTH CLINTON ST, baltimore"
"1943","1410184","1/24/2025","WATER MAIN BREAK","100 OAK ST","100 OAK ST, baltimore"
"1944","1410192","1/24/2025","WATER MAIN BREAK","6500 SANZO RD","6500 SANZO RD, baltimore"
"1945","1410194","1/24/2025","WATER MAIN BREAK","4916 MIDWOOD AVE","4916 MIDWOOD AVE, baltimore"
"1946","1410196","1/24/2025","WATER MAIN BREAK","200 NORTH BENTALOU ST","200 NORTH BENTALOU ST, baltimore"
"1947","1410198","1/24/2025","WATER MAIN BREAK","300 EAST 22 1 2 ST","300 EAST 22 1 2 ST, baltimore"
"1948","1410202","1/24/2025","WATER MAIN BREAK","1315 LEMMON ST","1315 LEMMON ST, baltimore"
"1949","1410205","1/24/2025","WATER MAIN BREAK","1017 SAINT PAUL ST","1017 SAINT PAUL ST, baltimore"
"1950","1410208","1/24/2025","WATER MAIN BREAK","4700 WRENWOOD AVE","4700 WRENWOOD AVE, baltimore"
"1951","1410212","1/24/2025","WATER MAIN BREAK","4095 HARFORD RD","4095 HARFORD RD, baltimore"
"1952","1410216","1/24/2025","WATER MAIN BREAK","EAST COLD SPRING LANE AND KERNWOOD AVE","EAST COLD SPRING LANE AND KERNWOOD AVE, baltimore"
"1953","1410250","1/25/2025","WATER MAIN BREAK","2601 CECIL AVE 21218","2601 CECIL AVE 21218, baltimore"
"1954","1410255","1/25/2025","WATER MAIN BREAK","18 ADMIRAL BLVD","18 ADMIRAL BLVD, baltimore"
"1955","1410263","1/25/2025","WATER MAIN BREAK","3223 ORLANDO AVE","3223 ORLANDO AVE, baltimore"
"1956","1410272","1/25/2025","WATER MAIN BREAK","7202 KIMMEL AVE","7202 KIMMEL AVE, baltimore"
"1957","1410279","1/25/2025","WATER MAIN BREAK","2525 GLENCOE RD","2525 GLENCOE RD, baltimore"
"1958","1410292","1/25/2025","WATER MAIN BREAK","432 BLOOMSBURY AVE","432 BLOOMSBURY AVE, baltimore"
"1959","1410295","1/25/2025","WATER MAIN BREAK","3504 KESWICK RD","3504 KESWICK RD, baltimore"
"1960","1410300","1/25/2025","WATER MAIN BREAK","6616 BOWMAN HILL DR","6616 BOWMAN HILL DR, baltimore"
"1961","1410301","1/25/2025","WATER MAIN BREAK","DUNDALK AVE AND HARTWAIT ST","DUNDALK AVE AND HARTWAIT ST, baltimore"
"1962","1410325","1/25/2025","WATER MAIN BREAK","1339 LINCOLN WOODS DR","1339 LINCOLN WOODS DR, baltimore"
"1963","1410328","1/25/2025","WATER MAIN BREAK","8234 DUNDALK AVE","8234 DUNDALK AVE, baltimore"
"1964","1410338","1/25/2025","WATER MAIN BREAK","5114 SHELBOURNE RD","5114 SHELBOURNE RD, baltimore"
"1965","1410342","1/25/2025","WATER MAIN BREAK","351 SOUTH RD","351 SOUTH RD, baltimore"
"1966","1410343","1/25/2025","WATER MAIN BREAK","CHURCH SAINT AND FAIRHAVEN PENNINGTON","CHURCH SAINT AND FAIRHAVEN PENNINGTON, baltimore"
"1967","1410360","1/25/2025","WATER MAIN BREAK","1432 EAST LANVALE ST","1432 EAST LANVALE ST, baltimore"
"1968","1410362","1/25/2025","WATER MAIN BREAK","2307 WEATHERVANE GRTH","2307 WEATHERVANE GRTH, baltimore"
"1969","1410365","1/25/2025","WATER MAIN BREAK","1500 FRIENDSHIP ST","1500 FRIENDSHIP ST, baltimore"
"1970","1410366","1/25/2025","WATER MAIN BREAK","1127 BLK HALL AL","1127 BLK HALL AL, baltimore"
"1971","1410372","1/25/2025","WATER MAIN BREAK","1808 EAST LOMBARD ST","1808 EAST LOMBARD ST, baltimore"
"1972","1410373","1/25/2025","WATER MAIN BREAK","950 SEAGULL AVE","950 SEAGULL AVE, baltimore"
"1973","1410403","1/25/2025","WATER MAIN BREAK","403 NORTH CHAPEL ST","403 NORTH CHAPEL ST, baltimore"
"1974","1410405","1/25/2025","WATER MAIN BREAK","413 NORTH WASHINGTON ST","413 NORTH WASHINGTON ST, baltimore"
"1975","1410407","1/25/2025","WATER MAIN BREAK","2 TROON CT","2 TROON CT, baltimore"
"1976","1410412","1/25/2025","WATER MAIN BREAK","109 EAST CROSS ST","109 EAST CROSS ST, baltimore"
"1977","1410421","1/25/2025","WATER MAIN BREAK","715 NORTH PORT ST","715 NORTH PORT ST, baltimore"
"1978","1410423","1/25/2025","WATER MAIN BREAK","1930 EASTFIELD RD","1930 EASTFIELD RD, baltimore"
"1979","1410427","1/25/2025","WATER MAIN BREAK","4803 TRUESDALE AVE","4803 TRUESDALE AVE, baltimore"
"1980","1410443","1/25/2025","WATER MAIN BREAK","6117 STANTON AVE","6117 STANTON AVE, baltimore"
"1981","1410446","1/25/2025","WATER MAIN BREAK","5547 ASHBOURNE RD","5547 ASHBOURNE RD, baltimore"
"1982","1410454","1/25/2025","WATER MAIN BREAK","SUTTON AVE AND SOUTH ST","SUTTON AVE AND SOUTH ST, baltimore"
"1983","1410456","1/25/2025","WATER MAIN BREAK","3012 EVERGREEN AVE","3012 EVERGREEN AVE, baltimore"
"1984","1410458","1/25/2025","WATER MAIN BREAK","427 WOODBINE AVE","427 WOODBINE AVE, baltimore"
"1985","1410464","1/25/2025","WATER MAIN BREAK","3500 DENNLYN RD","3500 DENNLYN RD, baltimore"
"1986","1410467","1/25/2025","WATER MAIN BREAK","710 DRUID HILL AVE","710 DRUID HILL AVE, baltimore"
"1987","1410468","1/25/2025","WATER MAIN BREAK","3709 HILLSDALE RD","3709 HILLSDALE RD, baltimore"
"1988","1410479","1/26/2025","WATER MAIN BREAK","1394 WEST NORTH AVE","1394 WEST NORTH AVE, baltimore"
"1989","1410480","1/26/2025","WATER MAIN BREAK","2102 KALB MANOR RD","2102 KALB MANOR RD, baltimore"
"1990","1410481","1/26/2025","WATER MAIN BREAK","2956 MANNS AVE","2956 MANNS AVE, baltimore"
"1991","1410482","1/26/2025","WATER MAIN BREAK","7 TROON CT","7 TROON CT, baltimore"
"1992","1410485","1/26/2025","WATER MAIN BREAK","100 MCMECHAN ST","100 MCMECHAN ST, baltimore"
"1993","1410490","1/26/2025","WATER MAIN BREAK","7400 HAMMOND RD","7400 HAMMOND RD, baltimore"
